subscription_id,account_id,plan,monthly_revenue,annual_contract_value,renewal_date,status
SUB000749,ACC001987,Professional,3729.45,42365.6,2026-12-11,Active
SUB000750,ACC001353,Growth,1342.07,14760.95,2026-12-17,Active
SUB000751,ACC002607,Enterprise,18229.72,215461.03,2026-07-20,Active
SUB000752,ACC000630,Enterprise,19533.9,213029.32,2027-06-28,Active
SUB000753,ACC000807,Growth,861.51,9127.61,2026-06-25,Paused
SUB000754,ACC000544,Professional,3298.28,36149.39,2027-01-04,Active
SUB000755,ACC002381,Enterprise,46547.91,541724.5,2027-03-25,Active
SUB000756,ACC001113,Starter,178.69,1999.77,2026-10-05,Active
SUB000757,ACC000766,Professional,2511.5,27455.35,2026-06-04,Paused
SUB000758,ACC002448,Growth,-755.26,8909.85,2026-05-29,Cancelled
SUB000759,ACC000400,Enterprise,10594.91,111054.58,2026-07-18,Active
SUB000760,ACC002697,Starter,469.75,5419.45,2027-04-26,Active
SUB000761,ACC002863,Growth,1083.87,12167.92,2026-02-09,Cancelled
SUB000762,ACC001768,Enterprise,30970.53,334200.62,2027-02-22,Active
SUB000763,ACC001415,Enterprise,26261.07,270471.68,2026-01-02,Active
SUB000764,ACC002837,Growth,1618.9,16921.76,2026-12-13,Active
SUB000765,ACC001280,Starter,295.46,3370.7,2026-05-29,Cancelled
SUB000766,ACC002786,Starter,453.7,5065.83,2026-10-30,Active
SUB000767,ACC001221,Enterprise,35200.84,372151.51,2027-06-10,Active
SUB000768,ACC002434,Professional,4649.22,53841.37,2026-10-01,Active
SUB000769,ACC002478,Enterprise,18223.3,188359.18,2026-07-31,Active
SUB000770,ACC001873,Professional,6052.58,72168.19,2026-06-01,Cancelled
SUB000771,ACC001909,Starter,386.12,4205.27,2026-01-27,Cancelled
SUB000772,ACC002924,Professional,6519.69,74857.18,2027-03-24,Active
SUB000773,ACC001195,Professional,4955.07,58872.5,2027-03-08,Active
SUB000774,ACC000731,Enterprise,22903.0,246096.19,2027-02-03,Active
SUB000775,ACC002266,Growth,892.09,10497.26,2026-04-02,Paused
SUB000776,ACC001689,Starter,404.01,4465.32,2026-09-08,Active
SUB000777,ACC000406,Professional,5736.67,64499.34,2026-11-07,Active
SUB000778,ACC001703,Growth,1593.26,18557.26,2027-02-10,Active
SUB000779,ACC000813,Starter,232.87,2594.15,2026-04-24,Cancelled
SUB000780,ACC002743,Professional,3032.93,35040.36,2026-11-07,Active
SUB000781,ACC001542,Growth,1094.9,12449.51,2026-06-11,Paused
SUB000782,ACC000634,Enterprise,30580.09,311954.6,2027-04-01,Active
SUB000783,ACC000240,Growth,1475.99,15571.43,2026-07-17,Trial
SUB000784,ACC000744,Professional,2821.57,30276.71,2026-12-25,Active
SUB000785,ACC001729,Professional,3547.75,39677.09,2027-06-04,Active
SUB000786,ACC002492,Professional,2755.47,30643.72,2026-07-18,Active
SUB000787,ACC002470,Enterprise,27865.52,306310.27,2026-09-15,Active
SUB000788,ACC000972,Enterprise,46442.79,518251.27,2026-02-06,Cancelled
SUB000789,ACC002996,Growth,1244.79,13655.08,2027-06-13,Active
SUB000790,ACC001002,Starter,456.57,4682.9,2025-09-10,Active
SUB000791,ACC002805,Growth,755.67,8421.08,2026-05-20,Cancelled
SUB000792,ACC000963,Starter,361.63,3774.35,2026-12-20,Active
SUB000793,ACC002320,Professional,4315.17,47546.42,2027-04-12,Active
SUB000794,ACC000552,Enterprise,44455.86,476454.58,2027-06-01,Active
SUB000795,ACC002572,Professional,3516.21,36816.21,2027-02-06,Active
SUB000796,ACC000194,Growth,,15338.37,2027-02-05,Active
SUB000797,ACC002887,Professional,2806.53,30119.66,2026-07-30,Trial
SUB000798,ACC000777,Growth,1007.41,11369.21,2026-10-03,Active
SUB000799,ACC000179,Enterprise,28460.11,338215.22,2027-01-18,Active
SUB000800,ACC001220,Starter,-257.16,2842.75,2026-09-17,Active
SUB000801,ACC002958,Starter,310.69,3298.56,2027-05-23,Active
SUB000802,ACC000975,Enterprise,11205.56,133224.07,2027-01-29,Active
SUB000803,ACC000161,Professional,2505.85,27712.46,2026-09-18,Active
SUB000804,ACC000924,Enterprise,28787.81,316171.49,2027-04-22,Active
SUB000805,ACC002763,Professional,3877.31,42163.14,2026-08-21,Active
SUB000806,ACC001609,Growth,809.74,8362.32,2026-09-30,Active
SUB000807,ACC000224,Growth,895.0,10599.22,2026-04-05,Cancelled
SUB000808,ACC002968,Growth,624.76,7050.69,2027-04-19,Active
SUB000809,ACC002274,Growth,1503.13,16891.67,2026-12-22,Active
SUB000810,ACC001820,Growth,809.3,9072.73,2026-05-23,Paused
SUB000811,ACC000493,Starter,151.42,1739.38,2027-06-26,Active
SUB000812,ACC002394,Growth,804.09,8251.61,2026-05-09,Paused
SUB000813,ACC002093,Growth,644.02,6938.04,2026-11-30,Active
SUB000814,ACC000098,Professional,5014.11,53797.36,2026-07-14,Trial
SUB000815,ACC002496,Starter,331.71,3666.97,2026-08-17,Active
SUB000816,ACC002460,Growth,1966.28,22733.15,2027-01-19,Active
SUB000817,ACC000755,Starter,487.64,5820.94,2027-05-08,Active
SUB000818,ACC000267,Enterprise,,355592.12,2026-09-23,Active
SUB000819,ACC002488,Enterprise,23174.49,251697.37,2026-09-05,Active
SUB000820,ACC002484,Professional,,79277.01,2026-03-11,Paused
SUB000821,ACC001639,Professional,2943.37,31411.51,2026-08-02,Active
SUB000822,ACC000930,Growth,1285.19,15114.13,2026-01-21,Paused
SUB000823,ACC000613,Professional,3154.31,33311.86,2027-06-15,Active
SUB000824,ACC000368,Growth,1689.37,19301.49,2026-12-31,Active
SUB000825,ACC002271,Professional,2719.71,30135.73,2026-09-01,Active
SUB000826,ACC002929,Starter,474.71,5648.12,2027-03-09,Active
SUB000827,ACC001215,Starter,392.85,4267.19,2026-11-09,Active
SUB000828,ACC001283,Growth,511.66,5536.67,2026-05-01,Active
SUB000829,ACC001776,Growth,798.01,8712.45,2026-09-03,Active
SUB000830,ACC001881,Enterprise,32894.76,370608.96,2026-08-01,Trial
SUB000831,ACC000302,Growth,597.73,6660.05,2026-02-26,Paused
SUB000832,ACC002844,Enterprise,41821.89,464466.49,2026-08-30,Active
SUB000833,ACC000501,Enterprise,-43191.92,506975.25,2027-04-04,Active
SUB000834,ACC002175,Growth,847.31,10106.45,2027-01-10,Active
SUB000835,ACC000896,Professional,2302.45,24151.82,2027-03-21,Active
SUB000836,ACC000135,Growth,1528.89,17124.93,2026-07-08,Trial
SUB000837,ACC000981,Enterprise,19025.38,218426.32,2026-03-04,Cancelled
SUB000838,ACC001382,Professional,3964.91,45315.99,2026-10-19,Active
SUB000839,ACC002675,Enterprise,31568.48,337566.15,2026-09-07,Active
SUB000840,ACC002854,Professional,4967.89,55242.48,2026-08-11,Active
SUB000841,ACC000341,Professional,,70485.69,2026-12-27,Active
SUB000842,ACC001830,Enterprise,27409.94,284574.33,2026-08-21,Active
SUB000843,ACC002172,Starter,390.47,4017.6,2026-11-05,Active
SUB000844,ACC002563,Starter,378.0,3891.9,2026-10-25,Active
SUB000845,ACC002888,Enterprise,33173.31,357069.4,2026-09-23,Active
SUB000846,ACC000826,Starter,491.01,5566.81,2027-03-12,Active
SUB000847,ACC000319,Starter,-313.28,3694.12,2026-02-01,Paused
SUB000848,ACC002948,Growth,1331.79,14413.35,2026-07-31,Active
SUB000849,ACC001647,Professional,-5133.27,60991.9,2027-01-29,Active
SUB000850,ACC000071,Starter,115.81,1248.02,2027-03-05,Active
SUB000851,ACC000309,Professional,6622.17,68166.85,2027-04-30,Active
SUB000852,ACC000853,Professional,7216.25,78482.22,2026-07-18,Trial
SUB000853,ACC000408,Enterprise,20439.06,231602.17,2026-10-24,Active
SUB000854,ACC001443,Professional,4116.8,44070.84,2026-08-28,Active
SUB000855,ACC001616,Growth,1610.36,18429.65,2026-08-09,Active
SUB000856,ACC000857,Growth,1008.51,11014.4,2026-04-17,Paused
SUB000857,ACC001418,Starter,206.88,2200.03,2026-07-13,Trial
SUB000858,ACC000285,Professional,3592.41,37484.04,2026-01-15,Paused
SUB000859,ACC000713,Starter,450.26,5116.75,2026-05-13,Paused
SUB000860,ACC001709,Starter,465.1,5267.38,2027-06-09,Active
SUB000861,ACC000686,Professional,5929.67,67347.77,2026-10-01,Active
SUB000862,ACC000918,Professional,3057.44,34753.79,2027-04-19,Active
SUB000863,ACC000153,Starter,128.64,1400.89,2026-03-07,Cancelled
SUB000864,ACC000534,Enterprise,27902.06,284923.15,2026-04-15,Paused
SUB000865,ACC001304,Starter,272.05,2779.68,2026-12-16,Active
SUB000866,ACC001042,Growth,1568.07,17710.27,2027-06-11,Active
SUB000867,ACC002479,Enterprise,18180.06,196285.45,2027-06-15,Active
SUB000868,ACC002605,Starter,337.96,3821.85,2026-07-08,Active
SUB000869,ACC000380,Enterprise,11044.48,127805.42,2026-04-26,Cancelled
SUB000870,ACC002052,Starter,126.47,1503.65,2027-06-07,Active
SUB000871,ACC002581,Growth,1081.81,12769.69,2025-11-19,Active
SUB000872,ACC002559,Growth,1792.04,19277.72,2027-03-12,Active
SUB000873,ACC001190,Growth,700.82,7937.77,2027-04-13,Active
SUB000874,ACC000621,Enterprise,22928.07,256201.24,2027-05-09,Active
SUB000875,ACC000821,Professional,-4948.73,58100.92,2026-04-03,Cancelled
SUB000876,ACC002473,Professional,2141.56,24612.51,2026-08-10,Active
SUB000877,ACC001850,Growth,1041.55,11911.13,2026-10-21,Active
SUB000878,ACC001171,Starter,340.34,3966.76,2026-07-31,Active
SUB000879,ACC001213,Growth,854.09,9512.64,2026-11-11,Active
SUB000880,ACC000015,Starter,370.45,4393.78,2026-09-17,Active
SUB000881,ACC002889,Enterprise,9827.5,116142.49,2026-11-10,Active
SUB000882,ACC000672,Starter,269.37,2907.56,2026-11-18,Active
SUB000883,ACC001955,Growth,1579.73,17118.74,2026-10-26,Active
SUB000884,ACC002364,Enterprise,36614.28,400062.75,2026-03-17,Paused
SUB000885,ACC001532,Professional,3459.57,36684.77,2026-03-08,Cancelled
SUB000886,ACC001699,Growth,,6657.78,2026-09-05,Active
SUB000887,ACC000611,Growth,576.82,6570.7,2026-07-16,Trial
SUB000888,ACC000116,Professional,5327.06,63651.06,2026-10-29,Active
SUB000889,ACC000528,Starter,318.28,3595.35,2026-03-13,Active
SUB000890,ACC001764,Starter,121.09,1261.84,2027-04-15,Active
SUB000891,ACC001908,Enterprise,-41744.51,491974.12,2026-07-12,Active
SUB000892,ACC002862,Enterprise,32794.45,351325.71,2026-07-11,Trial
SUB000893,ACC001723,Growth,1937.98,21915.01,2027-03-12,Active
SUB000894,ACC002525,Growth,1272.41,14005.18,2027-03-26,Active
SUB000895,ACC001841,Professional,7464.83,79748.99,2026-07-21,Active
SUB000896,ACC001787,Enterprise,35335.17,374565.49,2026-02-13,Cancelled
SUB000897,ACC002612,Professional,2909.55,30983.45,2026-07-26,Active
SUB000898,ACC000901,Enterprise,33555.89,377246.25,2027-01-25,Active
SUB000899,ACC002105,Growth,1907.04,21102.84,2026-05-14,Cancelled
SUB000900,ACC002825,Professional,2090.08,24602.04,2026-04-19,Paused
SUB000901,ACC000709,Professional,5871.08,65547.4,2026-10-11,Active
SUB000902,ACC000259,Enterprise,28020.74,332481.42,2026-12-30,Active
SUB000903,ACC001500,Enterprise,39985.17,430306.45,2026-06-13,Cancelled
SUB000904,ACC000462,Growth,877.71,10240.65,2027-05-26,Active
SUB000905,ACC000678,Starter,229.31,2432.95,2026-08-11,Active
SUB000906,ACC001978,Starter,498.63,5619.83,2027-05-29,Active
SUB000907,ACC002035,Growth,1596.81,19118.75,2027-02-21,Active
SUB000908,ACC002161,Enterprise,28319.86,296623.03,2026-07-10,Active
SUB000909,ACC002049,Growth,1830.52,18873.82,2027-05-31,Active
SUB000910,ACC000500,Enterprise,39273.58,449376.79,2027-03-26,Active
SUB000911,ACC002144,Growth,1315.24,13612.01,2026-07-19,Trial
SUB000912,ACC001587,Starter,437.88,5214.35,2026-11-05,Active
SUB000913,ACC001953,Starter,343.64,4052.64,2026-04-02,Paused
SUB000914,ACC002301,Growth,794.05,8803.07,2026-10-14,Active
SUB000915,ACC000764,Enterprise,12544.04,140114.65,2026-02-24,Active
SUB000916,ACC001370,Enterprise,11397.69,122238.43,2026-10-23,Active
SUB000917,ACC002461,Growth,1684.8,19275.95,2026-10-17,Active
SUB000918,ACC002944,Starter,103.62,1146.96,2027-04-16,Active
SUB000919,ACC001091,Growth,1136.22,13112.82,2026-07-16,Active
SUB000920,ACC001659,Professional,3625.96,42336.75,2027-05-04,Active
SUB000921,ACC000983,Professional,4709.48,50982.99,2026-08-05,Trial
SUB000922,ACC002228,Growth,510.68,5501.6,2027-02-25,Active
SUB000923,ACC002636,Enterprise,18872.5,192703.54,2026-03-01,Cancelled
SUB000924,ACC000875,Growth,1491.37,16924.36,2026-09-06,Active
SUB000925,ACC002126,Growth,1846.89,21343.34,2026-04-26,Cancelled
SUB000926,ACC000953,Growth,597.04,6235.3,2027-07-05,Active
SUB000927,ACC000126,Starter,222.65,2469.43,2026-09-25,Active
SUB000928,ACC001707,Growth,541.77,5559.93,2026-08-12,Active
SUB000929,ACC000321,Professional,2658.4,28388.54,2026-02-17,Cancelled
SUB000930,ACC000902,Starter,400.75,4469.83,2025-08-24,Active
SUB000931,ACC001079,Growth,1655.6,19017.61,2027-05-07,Active
SUB000932,ACC001618,Professional,3664.37,40344.06,2025-07-18,Active
SUB000933,ACC001552,Professional,5950.25,66147.93,2026-11-15,Active
SUB000934,ACC002367,Growth,886.94,9140.67,2026-05-14,Paused
SUB000935,ACC001938,Professional,2358.68,26968.57,2026-07-25,Active
SUB000936,ACC001825,Professional,2209.48,24665.14,2027-05-17,Active
SUB000937,ACC000340,Growth,862.31,8912.37,2026-04-04,Paused
SUB000938,ACC002464,Enterprise,32199.19,329116.97,2026-01-15,Active
SUB000939,ACC002642,Starter,377.22,4391.44,2026-05-22,Cancelled
SUB000940,ACC000609,Growth,,9079.57,2026-06-27,Paused
SUB000941,ACC001792,Starter,,4579.8,2026-03-08,Cancelled
SUB000942,ACC002003,Growth,1689.3,18368.26,2027-03-24,Active
SUB000943,ACC002253,Growth,719.92,7944.06,2026-04-19,Cancelled
SUB000944,ACC002199,Professional,2070.54,23739.81,2026-03-02,Paused
SUB000945,ACC002471,Starter,,5113.3,2026-09-24,Active
SUB000946,ACC002591,Professional,6369.77,72817.22,2026-10-26,Active
SUB000947,ACC001081,Enterprise,29504.36,313140.19,2026-11-30,Active
SUB000948,ACC000376,Enterprise,13368.02,148919.74,2026-07-20,Trial
SUB000949,ACC001525,Professional,4762.53,53542.35,2026-07-21,Trial
SUB000950,ACC002389,Growth,836.83,8561.64,2027-03-19,Active
SUB000951,ACC001230,Growth,811.58,9633.77,2027-03-11,Active
SUB000952,ACC002765,Professional,6179.55,73977.43,2026-07-02,Cancelled
SUB000953,ACC002899,Starter,133.3,1417.37,2026-09-21,Active
SUB000954,ACC001992,Growth,747.23,8254.99,2027-02-25,Active
SUB000955,ACC000789,Starter,236.69,2746.55,2026-11-15,Active
SUB000956,ACC000691,Enterprise,19744.17,206190.72,2026-05-28,Cancelled
SUB000957,ACC000891,Growth,1657.17,17762.39,2026-08-03,Active
SUB000958,ACC001901,Professional,4679.69,50633.88,2026-11-01,Active
SUB000959,ACC001242,Enterprise,,337130.23,2026-10-05,Active
SUB000960,ACC002674,Professional,2294.56,24019.81,2026-11-29,Active
SUB000961,ACC000298,Professional,3280.94,36915.48,2026-06-11,Paused
SUB000962,ACC000653,Professional,5381.71,57719.68,2027-01-19,Active
SUB000963,ACC002883,Growth,1233.33,13789.28,2027-04-10,Active
SUB000964,ACC000656,Enterprise,34882.73,387783.1,2026-11-14,Active
SUB000965,ACC000102,Enterprise,33819.39,354672.3,2027-02-26,Active
SUB000966,ACC001951,Enterprise,-34217.62,361999.14,2026-08-03,Active
SUB000967,ACC001498,Growth,778.26,8802.98,2026-05-06,Cancelled
SUB000968,ACC000105,Enterprise,30290.96,357970.87,2027-04-04,Active
SUB000969,ACC002110,Enterprise,46745.43,523461.13,2025-12-06,Active
SUB000970,ACC002123,Professional,3634.36,40995.02,2026-07-10,Active
SUB000971,ACC001816,Enterprise,46997.07,491762.04,2026-07-20,Trial
SUB000972,ACC001671,Growth,919.66,9383.45,2027-02-27,Active
SUB000973,ACC000945,Starter,165.8,1818.4,2027-03-18,Active
SUB000974,ACC000002,Growth,1308.12,14014.67,2026-02-01,Paused
SUB000975,ACC002345,Enterprise,33408.07,382589.59,2027-04-22,Active
SUB000976,ACC002006,Professional,4615.83,50509.07,2027-05-02,Active
SUB000977,ACC002114,Professional,3811.07,45425.33,2027-06-22,Active
SUB000978,ACC000737,Growth,1589.28,17327.75,2026-07-10,Trial
SUB000979,ACC001645,Starter,218.23,2481.07,2026-09-06,Active
SUB000980,ACC000311,Growth,620.13,7049.9,2026-01-14,Cancelled
SUB000981,ACC000248,Professional,6961.35,76906.9,2026-05-26,Paused
SUB000982,ACC002205,Enterprise,31273.53,347894.98,2026-05-04,Paused
SUB000983,ACC002107,Enterprise,17160.21,193522.75,2026-03-23,Cancelled
SUB000984,ACC002528,Growth,1395.45,15644.6,2026-01-17,Cancelled
SUB000985,ACC001066,Professional,3765.55,39011.75,2026-09-16,Active
SUB000986,ACC000320,Professional,4684.73,50778.51,2026-09-25,Active
SUB000987,ACC001075,Professional,5958.61,63647.43,2026-05-24,Paused
SUB000988,ACC001741,Professional,3510.95,36637.9,2026-08-03,Active
SUB000989,ACC001010,Starter,114.23,1323.9,2027-05-14,Active
SUB000990,ACC000909,Enterprise,42397.17,466804.45,2026-09-24,Active
SUB000991,ACC000816,Professional,2651.91,27613.87,2027-03-14,Active
SUB000992,ACC000998,Enterprise,9923.24,111432.99,2027-03-31,Active
SUB000993,ACC000770,Professional,6021.38,66128.14,2026-01-28,Cancelled
SUB000994,ACC000543,Enterprise,39249.95,401980.46,2026-12-24,Active
SUB000995,ACC001748,Professional,7460.81,87468.57,2026-07-23,Active
SUB000996,ACC002597,Professional,6563.39,73180.09,2027-05-12,Active
SUB000997,ACC001963,Starter,295.25,3299.92,2026-01-28,Paused
SUB000998,ACC001878,Professional,5000.99,57003.74,2027-02-05,Active
SUB000999,ACC000719,Professional,5816.4,68497.78,2027-04-24,Active
SUB001000,ACC000701,Enterprise,41036.24,450216.6,2027-01-07,Active
SUB001001,ACC000382,Professional,4193.36,43764.95,2026-03-06,Cancelled
SUB001002,ACC000292,Enterprise,34074.41,385753.55,2026-07-13,Trial
SUB001003,ACC002990,Professional,,41277.12,2027-06-20,Active
SUB001004,ACC000529,Growth,721.27,8103.77,2026-08-23,Active
SUB001005,ACC001911,Professional,3046.85,35526.48,2026-03-05,Cancelled
SUB001006,ACC002319,Professional,6761.93,80038.59,2027-05-21,Active
SUB001007,ACC002209,Growth,,12870.96,2026-07-21,Trial
SUB001008,ACC000834,Starter,451.26,5396.19,2026-12-17,Active
SUB001009,ACC002538,Enterprise,21091.15,246438.77,2026-08-31,Active
SUB001010,ACC001640,Enterprise,43635.08,521249.3,2026-11-02,Active
SUB001011,ACC001348,Growth,1499.28,17362.33,2026-08-30,Active
SUB001012,ACC002336,Growth,940.21,10141.85,2026-08-05,Active
SUB001013,ACC000436,Professional,6375.54,66746.01,2027-05-31,Active
SUB001014,ACC002911,Growth,1313.62,13949.72,2026-05-01,Cancelled
SUB001015,ACC002981,Starter,255.17,3029.93,2027-05-24,Active
SUB001016,ACC002644,Growth,736.49,7863.53,2026-11-13,Active
SUB001017,ACC002662,Growth,1909.58,22294.71,2027-01-29,Active
SUB001018,ACC001826,Professional,2935.51,33165.13,2027-05-06,Active
SUB001019,ACC002758,Starter,118.94,1402.17,2026-12-28,Active
SUB001020,ACC002399,Professional,3188.05,35040.42,2026-03-26,Cancelled
SUB001021,ACC001594,Enterprise,18202.88,197367.55,2026-07-24,Trial
SUB001022,ACC001601,Enterprise,34640.98,387563.11,2027-06-08,Active
SUB001023,ACC001263,Professional,4218.05,44880.23,2027-05-17,Active
SUB001024,ACC000169,Professional,3842.76,41143.06,2026-08-31,Active
SUB001025,ACC001373,Growth,1965.71,23202.88,2026-08-08,Active
SUB001026,ACC000271,Growth,1763.77,20742.66,2026-07-30,Trial
SUB001027,ACC001570,Starter,381.39,4251.32,2026-08-22,Active
SUB001028,ACC001423,Professional,4907.5,53870.18,2026-09-28,Active
SUB001029,ACC000631,Growth,651.65,7334.98,2027-04-21,Active
SUB001030,ACC000664,Professional,5113.68,58242.65,2027-05-26,Active
SUB001031,ACC000234,Enterprise,33902.54,399597.89,2027-04-22,Active
SUB001032,ACC002732,Enterprise,36924.94,426474.83,2026-08-20,Active
SUB001033,ACC002626,Growth,1085.01,12217.63,2026-10-01,Active
SUB001034,ACC002267,Professional,2596.16,26792.21,2026-07-28,Trial
SUB001035,ACC001420,Professional,-5103.96,60056.36,2026-12-26,Active
SUB001036,ACC002910,Professional,2597.05,26794.0,2027-05-02,Active
SUB001037,ACC000328,Starter,461.7,5121.04,2026-05-21,Cancelled
SUB001038,ACC001293,Growth,1163.54,12538.85,2027-01-12,Active
SUB001039,ACC001463,Professional,7473.58,83153.39,2027-07-01,Active
SUB001040,ACC000968,Professional,5759.4,61703.55,2027-03-01,Active
SUB001041,ACC001422,Growth,1115.48,11681.22,2027-01-03,Active
SUB001042,ACC002426,Professional,3865.91,46348.66,2027-03-30,Active
SUB001043,ACC000127,Growth,1981.01,20511.98,2027-04-30,Active
SUB001044,ACC001184,Starter,181.96,1877.31,2026-12-15,Active
SUB001045,ACC002987,Starter,230.62,2735.68,2027-05-14,Active
SUB001046,ACC000487,Growth,1752.69,20006.85,2027-01-02,Active
SUB001047,ACC001440,Professional,,60751.45,2026-08-16,Active
SUB001048,ACC000254,Growth,757.7,7834.02,2026-04-06,Paused
SUB001049,ACC000220,Professional,5721.41,66950.39,2026-12-03,Active
SUB001050,ACC000402,Professional,2290.87,25056.83,2025-11-29,Active
SUB001051,ACC001439,Enterprise,30549.7,343550.71,2026-12-28,Active
SUB001052,ACC001798,Professional,2385.63,26566.18,2027-02-23,Active
SUB001053,ACC000106,Professional,3606.01,42109.59,2027-05-24,Active
SUB001054,ACC002879,Growth,1345.92,15854.83,2027-01-22,Active
SUB001055,ACC001738,Starter,488.39,5196.58,2027-04-01,Active
SUB001056,ACC000659,Enterprise,,396297.08,2026-02-24,Cancelled
SUB001057,ACC000783,Enterprise,15863.48,181195.18,2027-01-20,Active
SUB001058,ACC002097,Professional,5368.75,55620.08,2026-07-23,Active
SUB001059,ACC000537,Starter,384.03,4096.18,2027-02-04,Active
SUB001060,ACC000680,Growth,1128.63,12140.91,2026-11-28,Active
SUB001061,ACC002867,Enterprise,20368.53,234322.54,2026-10-13,Active
SUB001062,ACC001151,Enterprise,45796.55,516275.59,2027-03-16,Active
SUB001063,ACC002650,Growth,678.58,7327.19,2027-02-20,Active
SUB001064,ACC000877,Growth,1932.99,22292.5,2026-11-12,Active
SUB001065,ACC000727,Professional,7086.35,72475.65,2026-09-15,Active
SUB001066,ACC002539,Professional,2838.72,31995.43,2027-05-31,Active
SUB001067,ACC000363,Growth,1850.85,20547.12,2026-01-24,Cancelled
SUB001068,ACC001454,Growth,694.02,8273.71,2027-03-30,Active
SUB001069,ACC002657,Professional,2391.7,25038.72,2026-07-15,Active
SUB001070,ACC000160,Professional,5796.85,68364.19,2027-06-13,Active
SUB001071,ACC001625,Starter,240.14,2501.79,2027-04-28,Active
SUB001072,ACC002422,Growth,1032.27,11607.89,2026-07-11,Trial
SUB001073,ACC000122,Professional,6213.5,66954.58,2026-12-03,Active
SUB001074,ACC002495,Professional,2032.13,23592.4,2026-05-07,Paused
SUB001075,ACC001322,Enterprise,16601.17,176416.1,2026-07-21,Trial
SUB001076,ACC000038,Professional,2741.78,32210.35,2026-06-19,Paused
SUB001077,ACC002146,Enterprise,32460.35,369059.8,2026-07-12,Trial
SUB001078,ACC001533,Growth,1159.69,13648.51,2026-03-19,Active
SUB001079,ACC002442,Professional,6617.14,67934.81,2027-01-27,Active
SUB001080,ACC002026,Professional,2616.59,28227.05,2026-11-28,Active
SUB001081,ACC001997,Enterprise,22496.0,266328.35,2026-07-18,Trial
SUB001082,ACC001209,Growth,1067.3,11671.45,2026-08-10,Active
SUB001083,ACC002964,Enterprise,32149.74,372981.09,2026-09-13,Active
SUB001084,ACC000980,Growth,1872.77,19435.42,2026-10-18,Active
SUB001085,ACC000200,Professional,-2313.0,25339.95,2027-06-15,Active
SUB001086,ACC002736,Enterprise,8756.03,90115.87,2027-02-20,Active
SUB001087,ACC000145,Growth,1418.34,15191.18,2026-07-26,Trial
SUB001088,ACC002516,Professional,6700.23,78273.82,2026-04-20,Paused
SUB001089,ACC002615,Professional,4893.04,57117.98,2026-11-04,Active
SUB001090,ACC000404,Professional,4970.21,52936.58,2026-12-19,Active
SUB001091,ACC001105,Starter,453.05,4835.8,2026-05-25,Paused
SUB001092,ACC000297,Starter,156.45,1728.8,2026-10-09,Active
SUB001093,ACC000512,Enterprise,9927.38,117963.65,2027-04-05,Active
SUB001094,ACC002241,Starter,445.15,4580.46,2026-10-29,Active
SUB001095,ACC000639,Growth,510.41,5665.63,2027-02-16,Active
SUB001096,ACC002388,Growth,1265.75,13768.35,2026-10-13,Active
SUB001097,ACC001430,Growth,783.56,8780.67,2027-01-06,Active
SUB001098,ACC002485,Professional,2148.24,22514.84,2026-12-16,Active
SUB001099,ACC001791,Enterprise,15749.78,167496.23,2026-12-01,Active
SUB001100,ACC000332,Professional,5942.47,61309.25,2027-05-18,Active
SUB001101,ACC001383,Growth,1909.03,19845.04,2027-05-21,Active
SUB001102,ACC002756,Growth,621.59,7083.18,2026-07-13,Trial
SUB001103,ACC001976,Starter,124.35,1273.26,2026-09-18,Active
SUB001104,ACC000549,Enterprise,37670.19,429181.05,2026-01-10,Cancelled
SUB001105,ACC002534,Enterprise,20871.12,229422.76,2026-02-14,Cancelled
SUB001106,ACC001629,Enterprise,45097.03,519418.43,2027-01-26,Active
SUB001107,ACC001247,Enterprise,44338.66,453703.52,2026-01-23,Active
SUB001108,ACC002712,Professional,5360.61,58895.69,2027-03-02,Active
SUB001109,ACC000255,Professional,6193.1,70167.95,2026-05-01,Cancelled
SUB001110,ACC002943,Growth,924.45,9820.21,2026-12-06,Active
SUB001111,ACC001541,Professional,5387.73,57981.36,2026-07-25,Trial
SUB001112,ACC002182,Growth,605.46,6590.82,2026-07-23,Active
SUB001113,ACC002594,Enterprise,25421.49,285522.88,2026-03-31,Cancelled
SUB001114,ACC001024,Professional,3376.93,37977.78,2026-09-16,Active
SUB001115,ACC001401,Professional,2795.86,30437.77,2026-10-20,Active
SUB001116,ACC002698,Growth,770.41,8112.8,2026-07-17,Active
SUB001117,ACC002928,Professional,5074.2,52047.97,2026-04-02,Paused
SUB001118,ACC001310,Starter,138.59,1529.13,2026-03-16,Cancelled
SUB001119,ACC000275,Enterprise,31226.17,335521.67,2026-10-20,Active
SUB001120,ACC000228,Professional,7474.38,79335.45,2026-10-08,Active
SUB001121,ACC001123,Starter,276.01,2969.84,2026-07-13,Trial
SUB001122,ACC002397,Enterprise,40312.33,427882.2,2027-02-20,Active
SUB001123,ACC002469,Starter,411.9,4244.11,2027-05-21,Active
SUB001124,ACC002359,Starter,491.71,5069.69,2026-01-13,Cancelled
SUB001125,ACC002420,Starter,159.02,1806.07,2027-06-09,Active
SUB001126,ACC002708,Professional,2329.28,27644.66,2026-07-27,Trial
SUB001127,ACC001472,Enterprise,40925.35,444900.14,2027-05-21,Active
SUB001128,ACC001796,Enterprise,37809.76,448687.4,2026-04-16,Cancelled
SUB001129,ACC000921,Professional,7449.4,85124.45,2026-06-20,Cancelled
