ticket_id,account_id,priority,issue_category,status,created_date,resolved_date,satisfaction_score
TKT0000690,ACC002975,High,Bug,In Progress,2024-10-16,,
TKT0000691,ACC000141,Critical,Billing,Open,2025-07-03,,
TKT0000692,ACC000428,Low,Feature Request,Resolved,2026-02-07,2026-03-04,5.0
TKT0000693,ACC000498,High,Feature Request,Open,2024-07-22,,
TKT0000694,ACC002703,Medium,Billing,In Progress,2025-03-17,,
TKT0000695,ACC001936,High,Technical,Resolved,2025-11-05,2025-11-08,5.0
TKT0000696,ACC001874,Medium,Feature Request,Closed,2026-05-12,2026-05-18,3.0
TKT0000697,ACC001959,High,Feature Request,In Progress,2025-07-05,,
TKT0000698,ACC002612,High,Feature Request,Open,2024-12-12,,
TKT0000699,ACC002900,Critical,Feature Request,Open,2024-10-26,,
TKT0000700,ACC001025,Medium,Technical,Closed,2026-05-07,2026-05-10,1.0
TKT0000701,ACC001199,Low,Feature Request,Closed,2025-09-30,2025-10-20,3.0
TKT0000702,ACC001079,High,Billing,Closed,2024-12-31,2025-01-02,4.0
TKT0000703,ACC000426,Critical,Feature Request,Resolved,2025-03-01,2025-03-02,4.0
TKT0000704,ACC002048,High,Billing,Resolved,2024-12-26,2024-12-29,3.0
TKT0000705,ACC002950,High,General Inquiry,Closed,2024-09-20,2024-09-21,5.0
TKT0000706,ACC002039,Low,Bug,Resolved,2025-11-21,2025-12-04,4.0
TKT0000707,ACC001820,Low,Billing,Closed,2024-09-06,2024-09-13,
TKT0000708,ACC000942,Medium,Bug,In Progress,2026-05-21,,
TKT0000709,ACC001388,Medium,Billing,Resolved,2026-01-05,2026-01-08,5.0
TKT0000710,ACC002973,Medium,Feature Request,Closed,2026-10-17,2025-11-09,3.0
TKT0000711,ACC000592,Critical,General Inquiry,Open,2025-12-05,,
TKT0000712,ACC002536,Medium,Technical,Resolved,2024-12-28,2025-01-04,2.0
TKT0000713,ACC000245,Medium,Technical,Resolved,2025-03-15,2025-03-22,5.0
TKT0000714,ACC002286,Medium,Billing,In Progress,2025-04-07,,
TKT0000715,ACC002374,Medium,Billing,Open,2025-06-12,,
TKT0000716,ACC000799,High,Billing,Resolved,2026-01-06,2026-01-08,1.0
TKT0000717,ACC001481,Medium,General Inquiry,Closed,2025-01-06,2025-01-10,2.0
TKT0000718,ACC002520,High,Feature Request,Resolved,2026-04-07,2026-04-08,2.0
TKT0000719,ACC002643,High,Feature Request,Resolved,2026-06-17,2026-06-20,3.0
TKT0000720,ACC002319,Critical,Bug,Resolved,2026-03-03,2026-03-03,4.0
TKT0000721,ACC001632,Medium,Bug,Resolved,2026-03-31,2026-04-07,4.0
TKT0000722,ACC000064,Medium,Bug,Closed,2024-11-12,2024-11-19,5.0
TKT0000723,ACC002242,Low,Bug,Resolved,2026-02-18,2026-03-18,5.0
TKT0000724,ACC002792,Low,Feature Request,Resolved,2025-02-24,2025-03-10,2.0
TKT0000725,ACC002133,Low,Billing,Open,2024-11-18,,
TKT0000726,ACC002526,Low,Billing,Resolved,2024-12-12,2024-12-28,4.0
TKT0000727,ACC001458,Low,Bug,Resolved,2024-09-17,2024-10-09,1.0
TKT0000728,ACC001493,Medium,Billing,Resolved,2026-09-23,2024-07-11,3.0
TKT0000729,ACC000530,High,Bug,Open,2025-10-10,,
TKT0000730,ACC001692,Medium,Technical,Resolved,2025-01-10,2025-01-17,1.0
TKT0000731,ACC001543,Medium,Billing,Closed,2026-06-02,2026-06-07,4.0
TKT0000732,ACC002736,Low,General Inquiry,Resolved,2024-11-06,2024-11-27,5.0
TKT0000733,ACC001597,Medium,Technical,Open,2026-01-04,,
TKT0000734,ACC002229,Medium,Technical,Resolved,2026-04-16,2026-04-19,5.0
TKT0000735,ACC001954,Medium,Billing,Resolved,2026-05-04,2026-05-11,2.0
TKT0000736,ACC000362,Critical,Bug,Open,2026-05-03,,
TKT0000737,ACC002705,Medium,Feature Request,Closed,2026-05-10,2026-05-13,5.0
TKT0000738,ACC000092,Low,Bug,In Progress,2025-10-11,,
TKT0000739,ACC000157,Critical,Feature Request,Open,2024-12-19,,
TKT0000740,ACC002903,Medium,Feature Request,Resolved,2025-09-19,2025-09-24,1.0
TKT0000741,ACC002526,Low,Feature Request,Resolved,2025-01-15,2025-02-08,1.0
TKT0000742,ACC000271,Critical,General Inquiry,Closed,2026-06-07,2026-06-08,2.0
TKT0000743,ACC002898,Low,Technical,Closed,2026-03-16,2026-03-23,2.0
TKT0000744,ACC000020,Low,Technical,Resolved,2026-05-28,2026-06-13,1.0
TKT0000745,ACC001266,Low,Bug,Closed,2025-01-06,2025-01-19,5.0
TKT0000746,ACC000833,Low,Feature Request,Open,2025-04-26,,
TKT0000747,ACC001728,Medium,Feature Request,Resolved,2026-03-12,2026-03-18,5.0
TKT0000748,ACC000587,High,Billing,Resolved,2025-02-25,2025-02-28,4.0
TKT0000749,ACC002458,High,Billing,Resolved,2025-06-08,2025-06-10,5.0
TKT0000750,ACC002319,High,Bug,In Progress,2025-08-11,,
TKT0000751,ACC002269,Low,Billing,Open,2026-02-06,,
TKT0000752,ACC000186,Medium,General Inquiry,Closed,2024-12-25,2025-01-01,1.0
TKT0000753,ACC002042,High,General Inquiry,Open,2026-03-24,,
TKT0000754,ACC001473,Medium,Feature Request,Open,2025-09-10,,
TKT0000755,ACC002829,Low,Bug,Resolved,2026-06-08,2026-06-24,3.0
TKT0000756,ACC001696,Medium,Feature Request,In Progress,2025-12-20,,
TKT0000757,ACC000634,Low,Technical,Closed,2024-12-22,2024-12-29,5.0
TKT0000758,ACC002148,Critical,Bug,Open,2025-11-02,,
TKT0000759,ACC000682,Medium,Billing,Closed,2024-11-28,2024-12-01,4.0
TKT0000760,ACC000163,Low,Billing,Open,2026-05-19,,
TKT0000761,ACC000376,Critical,Billing,Resolved,2026-03-10,2026-03-10,2.0
TKT0000762,ACC002443,High,Technical,Resolved,2024-07-20,2024-07-21,3.0
TKT0000763,ACC001785,Medium,Bug,In Progress,2025-01-19,,
TKT0000764,ACC002003,Low,Billing,Resolved,2026-02-18,2026-03-16,1.0
TKT0000765,ACC002875,Low,Bug,Open,2025-01-03,,
TKT0000766,ACC002467,High,Feature Request,Resolved,2026-01-05,2026-01-08,3.0
TKT0000767,ACC001245,Medium,Billing,In Progress,2024-08-02,,
TKT0000768,ACC002747,Medium,Feature Request,Resolved,2025-10-08,2025-10-13,4.0
TKT0000769,ACC001629,Low,Bug,Resolved,2024-08-22,2024-08-31,3.0
TKT0000770,ACC002390,Medium,General Inquiry,Open,2026-06-11,,
TKT0000771,ACC001031,Low,Billing,Closed,2025-09-30,2025-10-18,2.0
TKT0000772,ACC002019,Low,Billing,Resolved,2024-07-24,2024-08-23,1.0
TKT0000773,ACC000651,Low,Bug,Open,2025-07-21,,
TKT0000774,ACC001405,Medium,Bug,Resolved,2026-05-27,2026-06-01,5.0
TKT0000775,ACC002700,Medium,General Inquiry,Open,2025-07-04,,
TKT0000776,ACC001397,Critical,Bug,Open,2024-12-25,,
TKT0000777,ACC001256,Medium,Technical,Resolved,2025-12-12,2025-12-16,2.0
TKT0000778,ACC001084,Low,Bug,Closed,2025-01-16,2025-01-23,1.0
TKT0000779,ACC002457,Medium,Billing,In Progress,2024-11-15,,
TKT0000780,ACC000738,High,General Inquiry,In Progress,2026-01-07,,
TKT0000781,ACC002287,Low,General Inquiry,In Progress,2025-05-31,,
TKT0000782,ACC000304,Low,Bug,Resolved,2025-07-22,2025-08-13,3.0
TKT0000783,ACC001441,Low,Feature Request,Closed,2025-06-21,2025-07-21,2.0
TKT0000784,ACC001295,Low,Feature Request,Resolved,2025-04-23,2025-05-09,1.0
TKT0000785,ACC000323,Low,Feature Request,Closed,2025-09-09,2025-09-16,4.0
TKT0000786,ACC002431,Low,Technical,In Progress,2025-02-27,,
TKT0000787,ACC000647,Medium,Billing,Resolved,2026-01-05,2026-01-08,2.0
TKT0000788,ACC001487,Low,Bug,Closed,2025-03-21,2025-04-08,2.0
TKT0000789,ACC001636,Medium,Technical,Resolved,2025-07-15,2025-07-20,5.0
TKT0000790,ACC001022,High,Bug,Resolved,2024-08-08,2024-08-10,5.0
TKT0000791,ACC001885,Low,Feature Request,Open,2025-10-23,,
TKT0000792,ACC002083,Low,Feature Request,Open,2025-10-20,,
TKT0000793,ACC001356,Low,Bug,Open,2024-11-12,,
TKT0000794,ACC001627,Medium,General Inquiry,Open,2024-12-14,,
TKT0000795,ACC001152,Medium,Technical,Open,2025-06-02,,
TKT0000796,ACC002436,Medium,Billing,Open,2024-12-10,,
TKT0000797,ACC000862,Medium,Technical,Closed,2025-10-03,2025-10-10,4.0
TKT0000798,ACC000824,Medium,Technical,Closed,2024-08-04,2024-08-07,1.0
TKT0000799,ACC002005,Medium,Bug,In Progress,2024-08-01,,
TKT0000800,ACC000019,Low,Feature Request,Resolved,2026-06-11,2026-06-18,4.0
TKT0000801,ACC000083,Critical,Feature Request,Open,2026-04-16,,
TKT0000802,ACC001288,High,Feature Request,Open,2026-02-05,,
TKT0000803,ACC000760,Medium,General Inquiry,Closed,2025-03-03,2025-03-10,2.0
TKT0000804,ACC002867,Low,Bug,Closed,2024-07-05,2024-07-26,3.0
TKT0000805,ACC000765,Medium,Billing,In Progress,2026-05-04,,
TKT0000806,ACC002739,Low,Technical,Resolved,2025-11-18,2025-12-11,4.0
TKT0000807,ACC001040,Low,Feature Request,Closed,2025-04-15,2025-04-23,1.0
TKT0000808,ACC000671,Medium,Billing,Open,2026-01-18,,
TKT0000809,ACC002159,Medium,General Inquiry,Resolved,2025-06-08,2025-06-11,5.0
TKT0000810,ACC001015,Medium,Technical,Open,2025-12-17,,
TKT0000811,ACC001777,Critical,General Inquiry,Open,2025-07-27,,
TKT0000812,ACC001331,Medium,Technical,Closed,2025-06-21,2025-06-28,5.0
TKT0000813,ACC002749,Medium,Technical,Resolved,2024-11-14,2024-11-19,4.0
TKT0000814,ACC000554,Medium,Technical,Resolved,2026-04-28,2026-05-02,2.0
TKT0000815,ACC001439,Medium,Bug,Open,2025-05-25,,
TKT0000816,ACC001056,Medium,Bug,Closed,2025-04-11,2025-04-14,1.0
TKT0000817,ACC001387,Low,Bug,Resolved,2026-02-14,2026-02-26,3.0
TKT0000818,ACC001380,High,Billing,Closed,2026-05-05,2026-05-08,5.0
TKT0000819,ACC002311,Medium,Technical,Resolved,2025-04-20,2025-04-23,
TKT0000820,ACC002189,Medium,Technical,Open,2026-04-07,,
TKT0000821,ACC002444,Medium,Technical,Resolved,2024-08-23,2024-08-28,3.0
TKT0000822,ACC002723,High,General Inquiry,Open,2025-12-22,,
TKT0000823,ACC000503,Medium,Billing,Closed,2025-05-05,2025-05-09,2.0
TKT0000824,ACC000548,Medium,Technical,Closed,2025-11-26,2025-11-29,1.0
TKT0000825,ACC001807,Low,General Inquiry,Open,2025-08-18,,
TKT0000826,ACC001257,High,Feature Request,Open,2026-03-22,,
TKT0000827,ACC002563,Medium,General Inquiry,Closed,2025-06-12,2025-06-16,4.0
TKT0000828,ACC000593,Low,Billing,Resolved,2024-08-08,2024-08-28,3.0
TKT0000829,ACC002011,Medium,General Inquiry,Closed,2025-01-11,2025-01-15,2.0
TKT0000830,ACC002853,Low,Feature Request,Resolved,2025-08-29,2025-09-14,2.0
TKT0000831,ACC000424,Medium,Bug,Open,2025-08-19,,
TKT0000832,ACC002125,Critical,General Inquiry,Closed,2025-08-20,2025-08-21,5.0
TKT0000833,ACC002753,Low,Billing,Open,2024-11-16,,
TKT0000834,ACC001795,Medium,Technical,Resolved,2025-08-30,2025-09-04,3.0
TKT0000835,ACC001688,Low,General Inquiry,Resolved,2024-11-05,2024-12-04,2.0
TKT0000836,ACC000348,Medium,Technical,Open,2024-09-08,,
TKT0000837,ACC001090,Low,General Inquiry,Closed,2026-06-06,2026-06-25,1.0
TKT0000838,ACC002209,Medium,Feature Request,Resolved,2024-07-14,2024-07-19,3.0
TKT0000839,ACC000994,Low,Feature Request,Closed,2026-05-20,2026-06-14,2.0
TKT0000840,ACC000240,Medium,General Inquiry,Closed,2025-06-18,2025-06-23,2.0
TKT0000841,ACC001294,Medium,Billing,Resolved,2026-03-28,2026-04-04,3.0
TKT0000842,ACC002058,High,Bug,Open,2025-05-09,,
TKT0000843,ACC001823,Medium,General Inquiry,Open,2025-01-01,,
TKT0000844,ACC000712,Low,Technical,Closed,2024-11-14,2024-11-23,4.0
TKT0000845,ACC002770,Low,Billing,Closed,2024-10-21,2024-11-10,3.0
TKT0000846,ACC001856,Low,Bug,In Progress,2024-12-04,,
TKT0000847,ACC002098,Medium,Billing,In Progress,2024-08-12,,
TKT0000848,ACC000422,Medium,Technical,Resolved,2025-11-21,2025-11-25,1.0
TKT0000849,ACC000356,Medium,Bug,Open,2025-03-24,,
TKT0000850,ACC001434,Medium,Feature Request,Closed,2024-07-08,2024-07-15,5.0
TKT0000851,ACC001472,High,Feature Request,Open,2025-10-16,,
TKT0000852,ACC000418,Low,Bug,Open,2025-09-27,,
TKT0000853,ACC000131,Medium,Technical,Resolved,2024-10-01,2024-10-06,5.0
TKT0000854,ACC002673,Medium,Feature Request,Resolved,2025-07-19,2025-07-24,3.0
TKT0000855,ACC002843,Low,Technical,Resolved,2026-03-29,2026-04-12,2.0
TKT0000856,ACC000840,High,Billing,Resolved,2025-10-21,2025-10-24,3.0
TKT0000857,ACC002790,Medium,Bug,Closed,2025-12-06,2025-12-13,1.0
TKT0000858,ACC002816,High,Bug,In Progress,2025-03-18,,
TKT0000859,ACC002162,Low,Bug,Resolved,2026-04-04,2026-04-16,5.0
TKT0000860,ACC000900,Medium,Billing,Resolved,2025-05-29,2025-06-03,3.0
TKT0000861,ACC001646,Critical,General Inquiry,Resolved,2025-10-21,2025-10-21,1.0
TKT0000862,ACC000156,Low,General Inquiry,In Progress,2025-01-08,,
TKT0000863,ACC002568,Medium,General Inquiry,Resolved,2025-01-31,2025-02-05,2.0
TKT0000864,ACC002270,Medium,Bug,In Progress,2025-05-06,,
TKT0000865,ACC002505,High,Billing,In Progress,2025-02-08,,
TKT0000866,ACC002991,Medium,Bug,Resolved,2025-11-16,2025-11-23,
TKT0000867,ACC002575,Medium,Bug,Resolved,2025-08-09,2025-08-12,4.0
TKT0000868,ACC000599,Low,Bug,Resolved,2025-10-05,2025-10-30,3.0
TKT0000869,ACC000119,Medium,Feature Request,Closed,2026-04-12,2026-04-18,2.0
TKT0000870,ACC002791,High,Billing,Resolved,2025-08-09,2025-08-10,3.0
TKT0000871,ACC001870,Low,Billing,Resolved,2026-06-13,2026-06-21,2.0
TKT0000872,ACC002265,High,Billing,Resolved,2025-01-31,2025-02-01,1.0
TKT0000873,ACC001788,Low,Feature Request,Open,2025-10-21,,
TKT0000874,ACC000888,Medium,Billing,Open,2026-09-29,,
TKT0000875,ACC001622,High,General Inquiry,Closed,2026-02-05,2026-02-07,3.0
TKT0000876,ACC000706,Medium,General Inquiry,Resolved,2026-01-01,2026-01-08,
TKT0000877,ACC001795,Medium,Feature Request,Resolved,2025-11-29,2025-12-06,3.0
TKT0000878,ACC001737,High,General Inquiry,In Progress,2025-11-04,,
TKT0000879,ACC002969,High,Technical,Resolved,2024-11-12,2024-11-14,5.0
TKT0000880,ACC000229,High,Technical,Closed,2025-02-02,2025-02-05,5.0
TKT0000881,ACC002978,High,Billing,In Progress,2025-10-20,,
TKT0000882,ACC000845,Medium,General Inquiry,Resolved,2024-09-06,2024-09-09,2.0
TKT0000883,ACC001388,Low,Technical,Resolved,2025-12-21,2026-01-02,2.0
TKT0000884,ACC000078,Medium,Billing,Open,2024-10-30,,
TKT0000885,ACC001481,Low,Bug,Resolved,2024-12-03,2024-12-27,1.0
TKT0000886,ACC000915,Low,Billing,Open,2026-02-14,,
TKT0000887,ACC001894,Medium,Bug,In Progress,2026-04-18,,
TKT0000888,ACC000289,Medium,General Inquiry,Resolved,2025-11-27,2025-12-01,1.0
TKT0000889,ACC000882,Medium,Feature Request,Closed,2026-03-11,2026-03-14,2.0
TKT0000890,ACC001469,High,Billing,Resolved,2025-08-25,2025-08-28,3.0
TKT0000891,ACC001310,High,Billing,Open,2026-10-12,,
TKT0000892,ACC002287,High,Billing,Resolved,2024-10-10,2024-10-13,2.0
TKT0000893,ACC002852,Medium,Bug,Resolved,2024-11-17,2024-11-21,5.0
TKT0000894,ACC002983,Medium,Feature Request,Closed,2025-02-05,2025-02-10,4.0
TKT0000895,ACC000672,Medium,Feature Request,In Progress,2024-10-05,,
TKT0000896,ACC000287,Low,Billing,Closed,2026-05-05,2026-06-01,3.0
TKT0000897,ACC001646,Medium,Technical,Resolved,2025-04-02,2025-04-08,2.0
TKT0000898,ACC000485,Low,Bug,In Progress,2025-05-30,,
TKT0000899,ACC000362,Medium,General Inquiry,Resolved,2024-12-12,2024-12-18,4.0
TKT0000900,ACC001608,Medium,Bug,In Progress,2025-01-23,,
TKT0000901,ACC001581,Medium,General Inquiry,Resolved,2027-02-28,2024-10-29,2.0
TKT0000902,ACC000082,Critical,Technical,Resolved,2025-10-21,2025-10-22,3.0
TKT0000903,ACC001423,Low,Feature Request,Open,2025-08-12,,
TKT0000904,ACC002867,Critical,General Inquiry,In Progress,2024-09-10,,
TKT0000905,ACC001212,Medium,Feature Request,Open,2026-07-03,,
TKT0000906,ACC000812,Medium,General Inquiry,Closed,2025-05-05,2025-05-11,
TKT0000907,ACC002545,High,Feature Request,Resolved,2024-08-16,2024-08-19,2.0
TKT0000908,ACC000831,Critical,Feature Request,In Progress,2024-10-04,,
TKT0000909,ACC001462,High,Bug,Open,2026-06-25,,
TKT0000910,ACC000797,Medium,Feature Request,Resolved,2024-08-28,2024-09-02,4.0
TKT0000911,ACC002574,Low,Feature Request,Open,2025-10-27,,
TKT0000912,ACC001989,High,Technical,Closed,2025-07-18,2025-07-19,5.0
TKT0000913,ACC000446,Low,Billing,Resolved,2025-07-25,2025-08-12,5.0
TKT0000914,ACC001809,Low,General Inquiry,Closed,2026-05-14,2026-06-02,3.0
TKT0000915,ACC002650,Low,Technical,Resolved,2025-09-23,2025-09-30,3.0
TKT0000916,ACC002839,Medium,Billing,Closed,2024-10-13,2024-10-18,5.0
TKT0000917,ACC000065,Medium,Bug,Resolved,2026-01-06,2026-01-12,3.0
TKT0000918,ACC001805,Medium,Technical,Closed,2026-03-12,2026-03-17,3.0
TKT0000919,ACC000113,Medium,General Inquiry,Resolved,2024-10-31,2024-11-06,4.0
TKT0000920,ACC002149,Medium,Billing,Closed,2025-03-14,2025-03-20,4.0
TKT0000921,ACC000464,Medium,General Inquiry,Open,2027-03-09,,
TKT0000922,ACC000988,Low,General Inquiry,Resolved,2025-08-27,2025-09-03,3.0
TKT0000923,ACC001313,Medium,Technical,Resolved,2024-09-05,2024-09-12,1.0
TKT0000924,ACC001683,Medium,Technical,Open,2025-03-06,,
TKT0000925,ACC000765,Medium,Bug,Resolved,2025-03-21,2025-03-26,3.0
TKT0000926,ACC001995,Low,Bug,Open,2026-01-04,,
TKT0000927,ACC001946,Medium,Feature Request,Closed,2026-01-08,2026-01-12,1.0
TKT0000928,ACC000131,Low,Bug,Resolved,2026-04-17,2026-05-08,3.0
TKT0000929,ACC000431,Medium,Feature Request,In Progress,2024-10-12,,
TKT0000930,ACC000984,Critical,Feature Request,Resolved,2026-03-16,2026-03-16,1.0
TKT0000931,ACC001119,Medium,General Inquiry,Open,2024-12-17,,
TKT0000932,ACC000483,High,Billing,Open,2025-05-29,,
TKT0000933,ACC000717,High,General Inquiry,Open,2025-12-17,,
TKT0000934,ACC002328,Low,General Inquiry,Resolved,2024-09-19,2024-10-02,3.0
TKT0000935,ACC002865,Low,Bug,In Progress,2026-01-24,,
TKT0000936,ACC001937,High,Bug,Open,2026-03-17,,
TKT0000937,ACC000107,Medium,Bug,Resolved,2024-11-04,2024-11-07,3.0
TKT0000938,ACC000113,High,Billing,In Progress,2025-07-03,,
TKT0000939,ACC002234,Medium,Billing,In Progress,2025-06-04,,
TKT0000940,ACC001543,Medium,Feature Request,Closed,2025-03-13,2025-03-19,4.0
TKT0000941,ACC001157,Medium,Technical,Resolved,2026-03-08,2026-03-15,2.0
TKT0000942,ACC002869,High,Technical,Resolved,2025-08-24,2025-08-26,4.0
TKT0000943,ACC000500,Medium,Billing,Resolved,2025-12-20,2025-12-27,5.0
TKT0000944,ACC000703,Medium,Feature Request,Closed,2024-11-20,2024-11-25,4.0
TKT0000945,ACC001055,High,Bug,Resolved,2024-10-23,2024-10-25,3.0
TKT0000946,ACC002081,Low,General Inquiry,Resolved,2025-02-19,2025-03-03,1.0
TKT0000947,ACC001226,Low,General Inquiry,Closed,2025-05-09,2025-05-27,4.0
TKT0000948,ACC000585,Medium,Bug,Closed,2024-08-29,2024-09-04,3.0
TKT0000949,ACC000537,Medium,Bug,Closed,2025-11-13,2025-11-17,1.0
TKT0000950,ACC000278,Medium,General Inquiry,Resolved,2026-05-01,2026-05-05,3.0
TKT0000951,ACC001313,Medium,Feature Request,Resolved,2025-08-31,2025-09-05,
TKT0000952,ACC000855,Low,Feature Request,Open,2025-09-06,,
TKT0000953,ACC000914,Critical,Technical,Open,2026-01-16,,
TKT0000954,ACC000399,Medium,Technical,Open,2024-08-03,,
TKT0000955,ACC001689,Medium,Bug,Closed,2025-01-28,2025-02-04,5.0
TKT0000956,ACC002613,Critical,Bug,Resolved,2025-01-14,2025-01-14,1.0
TKT0000957,ACC000637,Critical,Billing,In Progress,2024-09-26,,
TKT0000958,ACC002368,Medium,Billing,In Progress,2024-09-20,,
TKT0000959,ACC000950,Medium,Bug,In Progress,2024-08-12,,
TKT0000960,ACC000256,Medium,General Inquiry,Closed,2024-11-16,2024-11-23,2.0
TKT0000961,ACC000671,Medium,General Inquiry,Resolved,2025-09-04,2025-09-10,5.0
TKT0000962,ACC002762,Medium,Technical,In Progress,2026-06-09,,
TKT0000963,ACC000045,Medium,Billing,In Progress,2024-08-29,,
TKT0000964,ACC000894,Low,Technical,In Progress,2025-05-31,,
TKT0000965,ACC000977,Low,Bug,In Progress,2027-01-01,,
TKT0000966,ACC000259,Medium,Billing,Resolved,2026-01-15,2026-01-22,1.0
TKT0000967,ACC002684,High,Billing,Resolved,2026-02-21,2026-02-23,1.0
TKT0000968,ACC000888,High,Technical,In Progress,2025-01-20,,
TKT0000969,ACC000736,Medium,Billing,Closed,2025-09-12,2025-09-19,3.0
TKT0000970,ACC001939,Medium,Billing,Resolved,2024-09-18,2024-09-21,
TKT0000971,ACC001983,Low,General Inquiry,Closed,2025-02-19,2025-03-02,3.0
TKT0000972,ACC002537,High,Technical,In Progress,2025-09-16,,
TKT0000973,ACC002428,Medium,General Inquiry,Closed,2026-03-02,2026-03-07,1.0
TKT0000974,ACC000313,Low,Technical,Resolved,2025-01-31,2025-02-13,4.0
TKT0000975,ACC000492,Critical,Bug,Open,2025-03-23,,
TKT0000976,ACC000314,Medium,Technical,Open,2024-10-03,,
TKT0000977,ACC001543,Medium,General Inquiry,In Progress,2025-10-28,,
TKT0000978,ACC002086,Critical,Bug,In Progress,2024-07-17,,
TKT0000979,ACC002775,Medium,Billing,Resolved,2025-10-27,2025-10-31,1.0
TKT0000980,ACC002828,Low,Technical,Open,2025-09-06,,
TKT0000981,ACC001469,Medium,Bug,Resolved,2026-02-01,2026-02-06,
TKT0000982,ACC002209,Medium,Feature Request,Closed,2025-01-06,2025-01-10,4.0
TKT0000983,ACC002253,Low,Bug,Closed,2024-09-24,2024-10-08,1.0
TKT0000984,ACC000452,High,Technical,Resolved,2025-05-11,2025-05-14,3.0
TKT0000985,ACC001320,High,Bug,Resolved,2024-10-20,2024-10-21,2.0
TKT0000986,ACC000555,Low,Technical,Closed,2024-09-08,2024-09-26,1.0
TKT0000987,ACC001840,Critical,Bug,In Progress,2025-09-21,,
TKT0000988,ACC001257,Medium,Billing,Closed,2026-06-26,2026-06-30,2.0
TKT0000989,ACC002270,Medium,Billing,Resolved,2025-07-24,2025-07-27,1.0
TKT0000990,ACC001084,Low,Bug,Closed,2025-09-08,2025-09-18,3.0
TKT0000991,ACC002397,Low,Billing,In Progress,2024-08-16,,
TKT0000992,ACC002731,Critical,Technical,Resolved,2026-04-21,2026-04-21,1.0
TKT0000993,ACC002999,Medium,General Inquiry,In Progress,2026-02-13,,
TKT0000994,ACC000863,High,Billing,Resolved,2026-06-23,2026-06-24,5.0
TKT0000995,ACC002759,Medium,Technical,Resolved,2025-01-18,2025-01-21,3.0
TKT0000996,ACC000369,Medium,Bug,Resolved,2025-08-15,2025-08-19,2.0
TKT0000997,ACC002083,Low,General Inquiry,Closed,2026-04-12,2026-04-22,4.0
TKT0000998,ACC000329,Medium,Feature Request,Resolved,2024-11-23,2024-11-26,1.0
TKT0000999,ACC001145,Low,General Inquiry,Resolved,2026-03-06,2026-03-22,4.0
TKT0001000,ACC002551,Medium,Feature Request,Open,2024-08-28,,
TKT0001001,ACC001397,Low,General Inquiry,Resolved,2025-12-11,2026-01-10,2.0
TKT0001002,ACC000502,Medium,General Inquiry,Open,2025-01-19,,
TKT0001003,ACC001959,Medium,Feature Request,Resolved,2024-07-13,2024-07-17,3.0
TKT0001004,ACC002440,High,Billing,Closed,2025-02-20,2025-02-23,4.0
TKT0001005,ACC002524,Medium,General Inquiry,Resolved,2025-07-19,2025-07-23,3.0
TKT0001006,ACC000112,Medium,Bug,Open,2026-06-20,,
TKT0001007,ACC000450,Low,General Inquiry,Open,2026-06-15,,
TKT0001008,ACC000173,High,Billing,In Progress,2024-07-24,,
TKT0001009,ACC001444,Critical,Billing,Resolved,2025-12-06,2025-12-07,2.0
TKT0001010,ACC001544,Low,General Inquiry,In Progress,2026-01-10,,
TKT0001011,ACC001755,Medium,General Inquiry,Resolved,2026-06-04,2026-06-11,4.0
TKT0001012,ACC000397,Critical,Billing,Closed,2025-07-16,2025-07-17,1.0
TKT0001013,ACC002838,High,Feature Request,In Progress,2025-11-02,,
TKT0001014,ACC002294,High,Feature Request,In Progress,2025-11-06,,
TKT0001015,ACC002412,Medium,Bug,Closed,2025-04-04,2025-04-11,3.0
TKT0001016,ACC002895,Medium,Feature Request,Open,2025-06-26,,
TKT0001017,ACC000905,Medium,Bug,Open,2025-09-21,,
TKT0001018,ACC002105,Low,Bug,Resolved,2026-03-05,2026-03-16,4.0
TKT0001019,ACC001038,High,Bug,In Progress,2025-10-29,,
TKT0001020,ACC000638,High,Feature Request,Resolved,2025-05-10,2025-05-13,1.0
TKT0001021,ACC001223,Low,Feature Request,Open,2025-01-12,,
TKT0001022,ACC000543,Critical,General Inquiry,Resolved,2026-05-14,2026-05-15,2.0
TKT0001023,ACC000148,Medium,Billing,Resolved,2024-07-05,2024-07-09,5.0
TKT0001024,ACC001556,Low,Feature Request,Closed,2026-05-23,2026-06-14,3.0
TKT0001025,ACC002859,Medium,Technical,In Progress,2025-09-05,,
TKT0001026,ACC001686,Low,Technical,In Progress,2025-11-19,,
TKT0001027,ACC000881,Medium,Feature Request,Resolved,2024-07-24,2024-07-31,2.0
TKT0001028,ACC001790,Low,General Inquiry,Closed,2025-12-08,2025-12-15,
TKT0001029,ACC001574,Medium,Bug,Closed,2024-11-10,2024-11-16,3.0
TKT0001030,ACC001353,Medium,Bug,Resolved,2025-11-07,2025-11-13,1.0
TKT0001031,ACC001751,Medium,Bug,Open,2026-06-20,,
TKT0001032,ACC001881,High,Bug,Resolved,2025-07-31,2025-08-03,4.0
TKT0001033,ACC002146,Low,Feature Request,Open,2026-02-20,,
TKT0001034,ACC002877,Low,Feature Request,In Progress,2026-06-06,,
TKT0001035,ACC002583,High,Feature Request,Closed,2024-11-07,2024-11-09,4.0
TKT0001036,ACC001861,Low,Feature Request,Closed,2026-03-29,2026-04-09,5.0
TKT0001037,ACC001747,Medium,Bug,Resolved,2025-10-14,2025-10-17,2.0
