usage_id,account_id,login_count,active_users,api_calls,storage_used_gb,feature_usage_score,last_login
USG00013995,ACC002445,644,59,5528,25.0,31.4,2026-05-21
USG00013996,ACC000705,2696,198,91065,187.0,51.2,2026-05-23
USG00013997,ACC001161,84,15,2897,15.95,44.1,2026-04-28
USG00013998,ACC001939,998,53,2683,47.0,33.0,2026-05-28
USG00013999,ACC001660,4174,717,2614067,1905.0,81.5,2026-06-13
USG00014000,ACC001504,2134,343,144011,448.0,62.7,2026-04-13
USG00014001,ACC001692,7075,1055,4732668,3857.0,90.2,2026-04-30
USG00014002,ACC000952,4119,351,175259,428.0,65.3,2026-04-27
USG00014003,ACC000213,2598,51,161217,124.0,59.8,2026-04-07
USG00014004,ACC001949,3187,139,252857,334.0,73.4,2026-06-03
USG00014005,ACC001935,924,35,39712,23.0,61.1,2026-05-01
USG00014006,ACC000715,76,8,2352,1.75,36.5,2026-04-23
USG00014007,ACC000250,566,89,16110,31.0,62.2,2026-04-19
USG00014008,ACC001219,228,45,36809,89.0,45.4,2026-04-21
USG00014009,ACC002180,2816,164,41619,156.0,67.1,2026-04-29
USG00014010,ACC001021,1991,134,98250,260.0,74.8,2026-05-06
USG00014011,ACC002819,1368,52,456376,336.0,54.0,2026-06-29
USG00014012,ACC002326,2408,243,180943,200.0,61.1,2026-05-29
USG00014013,ACC002409,78,7,3839,13.0,45.4,2026-04-29
USG00014014,ACC000278,179,18,4010,3.96,48.2,2026-04-17
USG00014015,ACC000362,3885,369,179425,331.0,79.2,2026-05-14
USG00014016,ACC002588,19122,2093,4980819,4873.0,74.1,2026-05-04
USG00014017,ACC000323,23,9,2465,9.54,19.9,2026-07-05
USG00014018,ACC002343,491,20,2734,68.0,50.1,2026-05-28
USG00014019,ACC002642,142,8,935,19.6,19.2,2026-05-25
USG00014020,ACC000356,3674,64,184149,320.0,72.7,2026-06-07
USG00014021,ACC002370,1408,381,260372,429.0,56.0,2026-06-28
USG00014022,ACC000138,465,49,31732,38.0,63.1,2026-05-03
USG00014023,ACC001291,926,24,29185,41.0,39.4,2026-04-22
USG00014024,ACC002497,87,5,529,3.17,33.9,2026-05-19
USG00014025,ACC001006,235,62,2849,,62.4,2026-06-19
USG00014026,ACC002675,10412,3689,4436159,4358.0,86.3,2026-05-01
USG00014027,ACC000184,4798,298,140374,484.0,60.8,2026-04-30
USG00014028,ACC002092,4336,316,332735,281.0,78.7,2026-04-16
USG00014029,ACC000575,968,86,11067,64.0,64.4,2026-04-10
USG00014030,ACC000584,3885,97,485539,308.0,52.0,2026-05-04
USG00014031,ACC001008,153,11,4008,12.68,41.9,2026-05-14
USG00014032,ACC000700,2734,311,122008,167.0,75.2,2026-06-18
USG00014033,ACC001714,3995,347,210425,416.0,73.9,2026-06-10
USG00014034,ACC001973,4572,238,439112,331.0,67.4,2026-06-05
USG00014035,ACC001623,882,82,18891,59.0,53.9,2026-06-05
USG00014036,ACC001812,415,69,42235,28.0,63.1,2026-06-08
USG00014037,ACC002306,779,97,32161,6.0,31.6,2026-05-24
USG00014038,ACC000107,1389,63,443326,371.0,53.5,2026-05-12
USG00014039,ACC000615,400,85,38152,41.0,52.6,2026-06-07
USG00014040,ACC002259,88,18,3392,7.88,29.3,2026-05-19
USG00014041,ACC001196,1256,432,214505,168.0,67.7,2026-06-10
USG00014042,ACC001824,12767,2663,3227804,2031.0,71.1,2026-04-11
USG00014043,ACC001393,831,14,26849,39.0,51.8,2026-06-28
USG00014044,ACC001955,1290,269,414178,223.0,74.0,2026-06-14
USG00014045,ACC000834,1531,372,253343,500.0,59.0,2026-07-04
USG00014046,ACC001351,1552,454,287305,215.0,62.5,2026-04-20
USG00014047,ACC001953,482,78,44924,36.0,48.8,2026-06-12
USG00014048,ACC002303,426,53,-26370,23.0,55.3,2026-06-21
USG00014049,ACC000676,3430,317,362614,474.0,64.2,2026-07-04
USG00014050,ACC002614,746,60,31711,63.0,53.8,2026-05-25
USG00014051,ACC002368,857,10,26284,54.0,52.8,2026-04-21
USG00014052,ACC000853,653,50,45213,77.0,64.1,2026-06-22
USG00014053,ACC001706,175,43,39042,91.0,58.6,2026-06-08
USG00014054,ACC002119,2815,1508,2739133,1672.0,87.9,2026-05-19
USG00014055,ACC000471,187,8,1174,15.31,22.1,2026-07-04
USG00014056,ACC000295,82,14,3632,14.42,10.5,2026-05-14
USG00014057,ACC001842,128,3,2589,3.97,14.9,2026-05-22
USG00014058,ACC001065,13480,4638,308632,3783.0,76.3,2026-05-06
USG00014059,ACC002086,288,58,16208,15.0,37.0,2026-04-11
USG00014060,ACC001302,3119,265,250251,,68.8,2026-06-19
USG00014061,ACC000964,109,13,3744,10.33,11.8,2026-04-07
USG00014062,ACC001713,987,90,45017,72.0,45.4,2026-06-03
USG00014063,ACC001019,15784,849,3732075,4158.0,82.3,2026-05-16
USG00014064,ACC000903,2619,335,53855,178.0,59.7,2026-06-12
USG00014065,ACC002850,879,64,24592,41.0,39.2,2026-06-10
USG00014066,ACC001424,389,31,22962,48.0,57.4,2026-04-16
USG00014067,ACC002336,733,65,36882,62.0,63.8,2026-06-27
USG00014068,ACC002792,73,14,3559,6.41,37.9,2026-04-25
USG00014069,ACC000170,529,88,4431,99.0,31.7,2026-06-06
USG00014070,ACC001250,113,45,7686,16.0,62.6,2026-04-16
USG00014071,ACC000760,477,20,24756,7.0,39.9,2026-04-22
USG00014072,ACC002916,3192,106,57390,146.0,68.2,2026-06-10
USG00014073,ACC002260,1094,341,34163,462.0,77.4,2026-05-18
USG00014074,ACC001103,140,1,4430,8.35,46.6,2027-01-06
USG00014075,ACC000293,192,12,1040,8.34,35.5,2026-06-07
USG00014076,ACC002524,3419,133,342984,136.0,56.9,2026-04-24
USG00014077,ACC002017,256,95,24532,49.0,44.9,2026-05-10
USG00014078,ACC000448,4358,483,463317,402.0,59.0,2026-05-23
USG00014079,ACC002957,1525,241,231373,341.0,70.4,2026-06-06
USG00014080,ACC002087,674,96,15981,5.0,39.9,2026-06-11
USG00014081,ACC000078,53,5,3670,17.14,38.0,2026-04-10
USG00014082,ACC000228,4475,449,74538,456.0,62.0,2026-05-30
USG00014083,ACC002104,38,20,4028,,40.3,2026-05-02
USG00014084,ACC000645,501,88,35196,21.0,33.7,2026-06-08
USG00014085,ACC001201,3217,301,147910,204.0,74.4,2026-05-05
USG00014086,ACC001998,2333,162,289685,338.0,55.2,2026-06-28
USG00014087,ACC001190,2474,444,120927,281.0,68.9,2026-05-18
USG00014088,ACC001784,18239,1207,2474065,3716.0,83.8,2026-04-16
USG00014089,ACC002722,129,7,3792,10.38,13.0,2026-05-16
USG00014090,ACC000533,16411,3949,3340859,1295.0,71.7,2026-05-02
USG00014091,ACC002928,3029,316,31875,278.0,68.6,2026-04-21
USG00014092,ACC000297,128,64,46606,60.0,53.5,2026-05-07
USG00014093,ACC002102,548,23,25245,85.0,55.3,2026-06-13
USG00014094,ACC000858,3698,360,379724,475.0,64.6,2026-06-10
USG00014095,ACC002274,1313,327,173319,465.0,63.4,2026-05-26
USG00014096,ACC001383,3166,282,390938,151.0,55.5,2026-05-02
USG00014097,ACC001633,892,183,306137,314.0,52.8,2026-06-06
USG00014098,ACC002633,3857,362,169837,175.0,72.3,2026-04-25
USG00014099,ACC000536,3905,4502,4791167,2255.0,92.3,2026-05-09
USG00014100,ACC000481,508,76,4689,24.0,59.1,2026-04-10
USG00014101,ACC000558,1599,367,290217,73.0,63.2,2026-07-03
USG00014102,ACC000289,988,10,42819,86.0,41.6,2026-05-25
USG00014103,ACC000326,9494,2051,4318940,4398.0,87.3,2026-07-06
USG00014104,ACC001229,4435,360,471753,150.0,53.6,2026-06-03
USG00014105,ACC001457,4780,235,261201,260.0,63.8,2026-05-28
USG00014106,ACC002117,230,15,49311,67.0,56.8,2026-04-26
USG00014107,ACC002176,6457,1253,2025921,2171.0,97.8,2026-06-23
USG00014108,ACC001129,82,17,4509,0.59,28.8,2026-06-12
USG00014109,ACC000807,863,92,4891,49.0,49.2,2026-05-09
USG00014110,ACC000339,4680,432,365867,211.0,52.2,2026-06-02
USG00014111,ACC001451,3998,262,346206,198.0,74.7,2026-05-31
USG00014112,ACC001796,142,13,209,2.85,39.9,2026-06-11
USG00014113,ACC000481,708,98,11896,90.0,37.1,2026-04-23
USG00014114,ACC000147,330,44,15715,74.0,44.4,2026-04-13
USG00014115,ACC001071,822,34,4890,87.0,42.1,2026-06-30
USG00014116,ACC002566,725,95,41689,26.0,64.3,2026-04-09
USG00014117,ACC000122,97,4,4277,9.13,46.5,2026-05-13
USG00014118,ACC000610,775,29,2360,80.0,37.2,2026-06-29
USG00014119,ACC000306,573,30,4055,90.0,41.2,2026-05-26
USG00014120,ACC001949,2738,474,209098,371.0,59.7,2026-04-27
USG00014121,ACC000658,3115,437,103419,,55.4,2026-05-19
USG00014122,ACC001303,1560,134,144275,148.0,75.3,2026-04-18
USG00014123,ACC001574,68,11,4393,3.42,26.4,2026-05-07
USG00014124,ACC001366,14480,3310,1842659,1195.0,90.0,2026-05-12
USG00014125,ACC001782,13937,4472,1023806,1455.0,80.2,2026-05-01
USG00014126,ACC001366,19573,975,3468682,2846.0,66.8,2026-05-18
USG00014127,ACC000970,12491,4167,1259228,919.0,74.7,2026-04-11
USG00014128,ACC001497,191,5,3993,3.92,25.6,2026-05-14
USG00014129,ACC000402,811,128,62166,104.0,62.2,2026-04-09
USG00014130,ACC001121,4063,220,422043,399.0,71.2,2026-05-19
USG00014131,ACC002391,451,24,42560,64.0,59.3,2026-06-28
USG00014132,ACC000905,2929,481,18986,152.0,68.7,2026-04-24
USG00014133,ACC002203,13961,3159,3024936,4532.0,82.0,2026-04-28
USG00014134,ACC000076,135,18,1486,8.68,24.7,2026-05-29
USG00014135,ACC000287,3595,257,20027,165.0,61.8,2026-06-02
USG00014136,ACC000525,728,43,27113,33.0,51.8,2026-04-08
USG00014137,ACC002312,832,58,26967,63.0,49.6,2026-04-10
USG00014138,ACC002239,978,12,31847,88.0,41.8,2026-06-29
USG00014139,ACC000329,2442,359,306765,234.0,72.0,2026-06-25
USG00014140,ACC001222,136,12,1259,0.94,46.2,2026-06-06
USG00014141,ACC001183,524,23,25711,50.0,63.9,2026-06-03
USG00014142,ACC002450,407,56,35792,96.0,39.2,2026-06-05
USG00014143,ACC001749,1702,426,394383,402.0,65.1,2026-04-19
USG00014144,ACC002057,156,5,2207,11.24,24.4,2026-06-13
USG00014145,ACC002795,887,100,2625,,55.1,2026-06-05
USG00014146,ACC002650,577,15,29409,39.0,58.9,2026-06-17
USG00014147,ACC000881,1148,185,423974,93.0,51.0,2026-07-03
USG00014148,ACC002575,475,49,47397,95.0,44.1,2026-07-06
USG00014149,ACC001595,737,85,6888,82.0,33.2,2026-06-05
USG00014150,ACC000500,9303,4866,4751928,2819.0,83.9,2026-05-18
USG00014151,ACC001562,8762,797,2876209,3818.0,94.5,2026-05-14
USG00014152,ACC001846,10061,1134,3303193,3717.0,75.9,2026-06-24
USG00014153,ACC002785,199,51,17569,66.0,43.1,2026-05-28
USG00014154,ACC002295,2661,130,16784,446.0,70.3,2026-04-14
USG00014155,ACC000491,6841,3792,592473,625.0,79.1,2026-04-26
USG00014156,ACC002622,191,16,1610,37.0,49.3,2026-05-12
USG00014157,ACC002647,114,66,41035,9.0,62.9,2026-05-12
USG00014158,ACC000413,4279,444,157116,293.0,59.0,2026-04-18
USG00014159,ACC000668,370,60,18422,78.0,44.9,2026-08-20
USG00014160,ACC000109,6478,3779,4860158,2309.0,72.0,2026-06-19
USG00014161,ACC002551,2500,146,303285,361.0,60.1,2026-05-13
USG00014162,ACC002274,3988,473,495994,209.0,52.9,2026-04-26
USG00014163,ACC001296,128,10,26499,,40.5,2026-05-08
USG00014164,ACC001309,893,83,34898,87.0,40.1,2026-05-13
USG00014165,ACC002249,514,95,6462,52.0,32.7,2026-06-10
USG00014166,ACC002433,406,93,10289,92.0,34.8,2026-11-29
USG00014167,ACC000442,2748,487,162506,477.0,51.7,2026-05-18
USG00014168,ACC002625,65,15,1637,12.69,44.9,2026-05-27
USG00014169,ACC001763,4890,179,373962,113.0,57.6,2026-05-27
USG00014170,ACC002293,8177,410,634885,1736.0,85.8,2026-07-03
USG00014171,ACC002126,796,72,24053,17.0,38.8,2027-02-27
USG00014172,ACC002148,3443,4179,4410796,231.0,81.8,2026-04-24
USG00014173,ACC000880,3653,53,76342,426.0,68.3,2026-04-29
USG00014174,ACC000720,328,82,10166,72.0,33.8,2026-06-06
USG00014175,ACC001066,4148,77,119400,472.0,72.6,2026-05-02
USG00014176,ACC000123,351,45,25178,89.0,48.3,2026-04-07
USG00014177,ACC002267,3057,373,288928,465.0,65.5,2026-06-04
USG00014178,ACC001295,2188,85,130445,134.0,54.8,2026-06-21
USG00014179,ACC001737,2502,313,218965,98.0,55.0,2026-05-10
USG00014180,ACC002556,3001,345,143822,63.0,61.4,2026-05-06
USG00014181,ACC002609,135,5,3313,14.53,24.6,2026-04-18
USG00014182,ACC000368,398,20,31298,71.0,37.4,2026-05-02
USG00014183,ACC001876,3860,434,452797,331.0,77.5,2026-05-31
USG00014184,ACC002112,196,13,306,3.1,23.4,2026-04-26
USG00014185,ACC001975,2016,483,64768,131.0,58.3,2026-05-07
USG00014186,ACC001296,532,16,19288,,56.6,2026-05-11
USG00014187,ACC001222,72,16,3166,,48.7,2026-05-18
USG00014188,ACC002596,2485,232,191877,77.0,69.8,2026-04-20
USG00014189,ACC002994,3526,280,436856,209.0,52.2,2026-07-06
USG00014190,ACC002726,4731,500,356496,480.0,53.2,2026-04-30
USG00014191,ACC000446,134,65,38623,26.0,45.3,2026-06-28
USG00014192,ACC002462,1019,88,325301,397.0,72.6,2026-04-30
USG00014193,ACC002633,3773,449,459799,452.0,68.6,2026-04-25
USG00014194,ACC000060,4469,356,355445,372.0,57.8,2026-06-08
USG00014195,ACC002739,15882,1384,3319758,3669.0,87.5,2026-05-03
USG00014196,ACC001176,2468,425,161322,420.0,59.0,2026-05-12
USG00014197,ACC002546,1350,450,429136,60.0,75.4,2026-05-22
USG00014198,ACC000171,1612,243,63610,486.0,52.4,2026-05-15
USG00014199,ACC002344,968,38,16198,61.0,51.4,2026-04-15
USG00014200,ACC002670,666,46,2447,95.0,44.0,2026-06-01
USG00014201,ACC000197,705,97,25017,7.0,43.3,2026-06-21
USG00014202,ACC000694,1984,205,56584,134.0,73.3,2026-05-18
USG00014203,ACC000694,3316,303,369970,398.0,68.9,2026-06-22
USG00014204,ACC001067,35,16,2999,10.74,33.4,2026-04-19
USG00014205,ACC000962,285,50,40048,,52.0,2026-05-01
USG00014206,ACC001951,4766,233,144851,208.0,69.9,2026-06-23
USG00014207,ACC000912,627,94,2272,41.0,32.8,2026-04-07
USG00014208,ACC000655,455,16,42978,52.0,42.0,2026-05-11
USG00014209,ACC002279,686,89,44549,45.0,33.8,2026-04-25
USG00014210,ACC002377,781,16,8462,11.0,47.3,2026-05-15
USG00014211,ACC002780,3501,140,210440,322.0,54.5,2026-06-24
USG00014212,ACC002612,4811,492,28399,490.0,71.2,2026-07-03
USG00014213,ACC002848,317,23,5269,25.0,60.8,2026-05-05
USG00014214,ACC000024,1371,191,256167,344.0,65.5,2026-05-09
USG00014215,ACC001455,128,82,9920,54.0,45.2,2026-05-28
USG00014216,ACC001658,375,78,49655,48.0,57.9,2026-06-12
USG00014217,ACC000213,4623,115,422796,438.0,69.2,2026-04-12
USG00014218,ACC002213,60,2,1789,14.2,27.2,2026-05-29
USG00014219,ACC002431,693,420,430892,183.0,60.3,2026-04-20
USG00014220,ACC000779,85,20,3940,13.12,31.4,2026-05-31
USG00014221,ACC002277,134,9,4727,9.14,28.5,2026-06-30
USG00014222,ACC001619,199,3,993,,33.6,2026-04-18
USG00014223,ACC002136,5042,4480,1569287,250.0,92.0,2026-05-07
USG00014224,ACC001831,459,83,11453,40.0,43.4,2026-06-12
USG00014225,ACC002694,880,275,279135,418.0,53.1,2026-04-28
USG00014226,ACC002573,490,41,23517,11.0,41.4,2026-06-11
USG00014227,ACC002723,935,81,11494,89.0,46.2,2026-04-23
USG00014228,ACC002747,834,20,36785,33.0,57.7,2026-04-24
USG00014229,ACC001676,109,76,43523,25.0,37.3,2026-05-14
USG00014230,ACC000141,2739,240,95649,263.0,63.0,2026-06-22
USG00014231,ACC002653,2646,305,376380,74.0,59.2,2026-04-14
USG00014232,ACC000549,9397,478,3658383,4363.0,65.9,2026-05-20
USG00014233,ACC002283,4114,408,158219,379.0,51.8,2026-05-19
USG00014234,ACC002926,73,5,965,2.64,17.5,2026-07-04
USG00014235,ACC001015,16677,4055,3411261,956.0,78.4,2026-07-01
USG00014236,ACC002701,192,83,34979,46.0,55.7,2026-07-01
USG00014237,ACC001743,19226,4669,2809981,,72.7,2026-06-17
USG00014238,ACC002865,55,13,3972,2.58,20.2,2026-04-26
USG00014239,ACC001685,230,92,46866,11.0,48.2,2026-05-01
USG00014240,ACC002110,17249,3047,2052754,1061.0,75.0,2026-05-24
USG00014241,ACC001009,950,48,33974,100.0,62.0,2026-06-13
USG00014242,ACC002115,124,18,4417,3.94,43.3,2026-06-05
USG00014243,ACC002631,13,16,754,10.49,44.0,2026-06-18
USG00014244,ACC001469,3299,397,253617,83.0,51.3,2026-06-04
USG00014245,ACC001171,832,58,15734,10.0,58.4,2026-06-17
USG00014246,ACC001941,1000,197,36708,371.0,69.1,2026-05-06
USG00014247,ACC002316,40,1,3839,13.73,15.6,2026-07-06
USG00014248,ACC001013,1366,209,295477,,65.6,2026-05-19
USG00014249,ACC000660,850,11,26856,48.0,40.9,2026-04-28
USG00014250,ACC002438,13110,1582,1057969,1358.0,85.3,2026-07-03
USG00014251,ACC000678,57,2,386,9.37,35.6,2026-04-28
USG00014252,ACC000331,724,74,37552,11.0,61.9,2026-04-09
USG00014253,ACC000907,2031,371,464671,87.0,70.8,2026-07-03
USG00014254,ACC002706,12693,4112,583934,1072.0,71.1,2026-06-13
USG00014255,ACC001035,13081,1341,3955164,4612.0,96.1,2026-05-01
USG00014256,ACC001199,577,85,29016,43.0,41.8,2026-04-28
USG00014257,ACC001763,4717,154,473042,55.0,53.1,2026-05-20
USG00014258,ACC001033,9780,3688,865344,1191.0,75.5,2026-04-27
USG00014259,ACC001591,15038,2392,2493852,1445.0,73.4,2026-05-26
USG00014260,ACC001811,157,11,3405,7.03,29.1,2026-05-13
USG00014261,ACC001606,922,55,49964,83.0,34.0,2026-06-20
USG00014262,ACC000938,4833,2273,4287240,4570.0,85.7,2026-07-05
USG00014263,ACC002686,4078,225,484483,206.0,78.1,2026-04-08
USG00014264,ACC000134,818,61,6541,56.0,64.5,2026-06-22
USG00014265,ACC000298,893,47,44259,54.0,42.6,2026-06-24
USG00014266,ACC002883,829,69,29447,92.0,32.0,2026-04-12
USG00014267,ACC001336,398,69,26128,18.0,38.3,2026-05-04
USG00014268,ACC002283,769,364,348556,200.0,52.9,2026-07-01
USG00014269,ACC000023,1275,225,49369,367.0,57.9,2026-05-12
USG00014270,ACC001201,4779,122,159967,117.0,57.4,2026-06-22
USG00014271,ACC001188,782,99,26128,53.0,61.2,2026-05-05
USG00014272,ACC000596,1453,112,372407,317.0,65.1,2026-06-13
USG00014273,ACC002613,2288,484,166370,178.0,71.5,2026-04-12
USG00014274,ACC000408,3955,325,358929,102.0,59.9,2026-06-15
USG00014275,ACC001943,2363,475,383451,52.0,79.5,2026-04-14
USG00014276,ACC001788,2598,2548,2951678,4275.0,74.7,2026-06-18
USG00014277,ACC001971,1620,302,412606,304.0,73.1,2027-01-14
USG00014278,ACC001406,17400,4039,936624,1717.0,99.2,2026-04-25
USG00014279,ACC001586,333,67,13554,85.0,52.1,2026-06-18
USG00014280,ACC000701,18823,871,3675595,2919.0,85.2,2026-05-05
USG00014281,ACC001346,567,48,16831,34.0,63.4,2026-05-13
USG00014282,ACC000683,145,8,3780,19.05,22.0,2026-04-22
USG00014283,ACC001524,493,62,8316,25.0,40.0,2026-05-16
USG00014284,ACC001645,40,17,4631,14.88,40.5,2026-04-13
USG00014285,ACC000313,693,55,18781,22.0,56.1,2026-04-20
USG00014286,ACC001929,761,61,382264,50.0,64.6,2026-05-11
USG00014287,ACC000193,4179,434,126473,259.0,76.7,2026-07-03
USG00014288,ACC002769,6808,3899,3400191,1812.0,67.7,2026-06-24
USG00014289,ACC002018,10,16,735,0.77,39.2,2026-06-26
USG00014290,ACC002140,194,15,10586,91.0,32.1,2026-06-13
USG00014291,ACC000252,510,39,2362,71.0,61.5,2026-06-06
USG00014292,ACC002039,714,12,49160,57.0,45.8,2026-07-05
USG00014293,ACC002786,159,8,3923,7.47,24.9,2026-05-23
USG00014294,ACC001772,3191,277,117963,378.0,58.6,2026-06-26
USG00014295,ACC002665,149,32,49106,63.0,45.6,2026-07-04
USG00014296,ACC001171,883,99,18175,54.0,38.6,2026-05-25
USG00014297,ACC000121,94,5,1013,11.23,39.1,2026-04-24
USG00014298,ACC000272,2854,3321,4199484,2190.0,71.9,2026-05-26
USG00014299,ACC000616,784,54,46427,96.0,45.7,2026-06-20
USG00014300,ACC001912,1604,212,468965,433.0,64.8,2026-04-23
USG00014301,ACC000296,771,83,25245,44.0,55.1,2026-04-27
USG00014302,ACC000915,17167,3365,4548699,2271.0,96.6,2026-06-23
USG00014303,ACC000531,2625,375,437761,332.0,66.0,2026-05-19
USG00014304,ACC001050,733,74,38068,5.0,40.6,2026-06-30
USG00014305,ACC001418,155,48,3485,94.0,49.5,2026-07-05
USG00014306,ACC002880,557,94,36980,,50.2,2026-07-01
USG00014307,ACC000639,458,83,15373,62.0,55.4,2026-06-06
USG00014308,ACC000530,1868,396,190555,492.0,60.6,2026-04-16
USG00014309,ACC001378,2856,417,446527,454.0,69.8,2026-06-10
USG00014310,ACC001427,2904,248,3052933,4043.0,92.6,2026-05-27
USG00014311,ACC002143,599,16,12772,22.0,50.9,2026-05-01
USG00014312,ACC001089,113,10,3221,0.91,24.9,2026-06-22
USG00014313,ACC002317,3750,81,116535,108.0,61.1,2026-05-21
USG00014314,ACC000643,13719,4016,1874632,4009.0,84.4,2026-06-24
USG00014315,ACC000494,2434,290,215820,376.0,77.4,2026-05-20
USG00014316,ACC002687,4050,295,352762,271.0,73.6,2026-05-17
USG00014317,ACC001917,3557,199,426735,371.0,63.7,2026-05-05
USG00014318,ACC001334,258,34,38376,58.0,31.7,2026-06-02
USG00014319,ACC001799,124,98,8992,15.0,55.7,2026-06-13
USG00014320,ACC002161,2416,303,477038,160.0,52.8,2026-06-11
USG00014321,ACC001574,165,9,2708,9.72,41.4,2026-04-19
USG00014322,ACC002904,1539,246,99441,416.0,57.3,2026-06-10
USG00014323,ACC000284,178,19,4442,11.15,28.0,2026-06-04
USG00014324,ACC002232,168,5,4130,8.34,49.1,2026-05-05
USG00014325,ACC000685,661,16,40852,94.0,46.0,2026-06-01
USG00014326,ACC002218,509,347,334098,,61.1,2026-06-25
USG00014327,ACC001954,2868,387,2751748,1948.0,67.1,2026-05-29
USG00014328,ACC002637,30,20,2674,1.48,38.3,2026-05-28
USG00014329,ACC002715,511,51,16612,56.0,34.5,2026-04-26
USG00014330,ACC002942,64,7,4496,3.07,19.3,2026-07-02
USG00014331,ACC002755,1528,156,288408,378.0,58.9,2026-06-10
USG00014332,ACC002033,2048,275,178545,399.0,66.0,2026-05-14
USG00014333,ACC001865,582,374,314299,199.0,73.1,2026-05-20
USG00014334,ACC002515,17349,3533,1049669,1076.0,82.8,2026-04-27
USG00014335,ACC000042,19,15,-4502,11.79,48.0,2026-06-19
USG00014336,ACC000666,965,51,27088,,35.8,2026-04-23
USG00014337,ACC000043,200,1,2903,17.62,30.5,2026-04-21
USG00014338,ACC001148,507,81,4415,78.0,36.9,2026-06-23
USG00014339,ACC001691,140,18,1439,3.27,28.6,2026-06-13
USG00014340,ACC000612,193,20,2314,3.56,49.0,2026-05-03
USG00014341,ACC001488,306,84,44610,61.0,59.3,2026-04-30
USG00014342,ACC002674,3429,459,105176,352.0,56.1,2026-06-06
USG00014343,ACC000970,4158,1194,-129972,4820.0,65.0,2026-04-28
USG00014344,ACC000131,3014,117,28484,174.0,64.8,2026-08-05
USG00014345,ACC000674,3285,464,425073,359.0,50.3,2026-04-07
USG00014346,ACC001304,127,14,2768,0.54,20.6,2026-05-12
USG00014347,ACC001787,13105,912,552803,4749.0,99.5,2026-07-03
USG00014348,ACC001509,34,5,3699,13.45,36.6,2026-04-24
USG00014349,ACC002699,342,10,30505,32.0,59.2,2026-06-22
USG00014350,ACC001755,357,86,18687,66.0,62.6,2026-05-05
USG00014351,ACC001969,149,17,35653,70.0,40.8,2026-04-26
USG00014352,ACC001927,346,28,49103,57.0,58.1,2026-05-06
USG00014353,ACC001542,181,3,1736,4.4,19.4,2026-05-25
USG00014354,ACC000019,179,9,2894,6.11,26.0,2026-06-09
USG00014355,ACC000636,492,54,25212,40.0,57.6,2026-05-06
USG00014356,ACC001129,13,15,1530,17.82,45.6,2026-06-26
USG00014357,ACC000042,85,5,651,1.51,12.5,2026-05-25
USG00014358,ACC002769,17160,3433,4443187,232.0,87.8,2026-05-11
USG00014359,ACC002201,696,51,20251,28.0,32.5,2026-07-04
USG00014360,ACC002349,146,4,139,12.55,30.7,2026-05-20
USG00014361,ACC000173,3506,147,473280,101.0,63.7,2026-04-13
USG00014362,ACC001481,763,78,16550,92.0,34.4,2026-06-17
USG00014363,ACC002855,285,86,13362,14.0,55.4,2026-06-20
USG00014364,ACC001522,161,10,3201,10.78,44.2,2026-05-26
USG00014365,ACC000279,713,90,31239,95.0,62.4,2026-04-25
USG00014366,ACC002437,2352,460,495415,150.0,71.7,2026-04-14
USG00014367,ACC001243,3938,413,397605,366.0,69.3,2026-06-15
USG00014368,ACC002024,105,1,3215,17.73,25.4,2026-06-19
USG00014369,ACC001985,14097,3683,864508,3962.0,84.8,2026-06-24
USG00014370,ACC002158,12902,2274,4374142,4274.0,88.6,2026-06-14
USG00014371,ACC002858,1903,366,156959,304.0,51.9,2026-04-24
USG00014372,ACC002974,34,16,776,12.81,14.0,2026-06-22
USG00014373,ACC001431,2276,3699,3669665,1344.0,86.4,2026-05-06
USG00014374,ACC001332,689,26,1167,60.0,63.1,2026-06-27
USG00014375,ACC000524,3945,170,138908,172.0,70.9,2026-04-26
USG00014376,ACC002505,1001,103,471841,305.0,71.2,2026-07-01
USG00014377,ACC002239,942,37,22556,12.0,64.4,2026-06-05
USG00014378,ACC001766,775,59,45584,411.0,58.3,2026-06-17
USG00014379,ACC002914,720,73,5633,,64.8,2026-04-23
USG00014380,ACC002341,836,69,37174,34.0,38.6,2026-05-01
USG00014381,ACC002912,692,18,19729,88.0,52.7,2026-07-06
USG00014382,ACC001988,4565,247,481059,177.0,51.8,2026-04-11
USG00014383,ACC000798,1210,379,37737,124.0,72.7,2026-06-23
USG00014384,ACC001545,128,35,47311,47.0,36.0,2026-05-28
USG00014385,ACC000881,4620,117,402289,229.0,59.4,2026-04-24
USG00014386,ACC001886,185,28,13869,95.0,45.3,2026-05-17
USG00014387,ACC002518,172,93,41777,90.0,60.0,2026-06-28
USG00014388,ACC001168,222,23,3955,92.0,54.5,2026-04-24
USG00014389,ACC000147,694,88,12379,66.0,41.1,2026-04-24
USG00014390,ACC002218,954,500,378286,60.0,52.7,2026-05-13
USG00014391,ACC000057,878,222,127577,218.0,63.6,2026-06-11
USG00014392,ACC002220,4486,449,343801,487.0,63.2,2026-04-11
USG00014393,ACC002967,13657,2663,3418174,,70.0,2026-05-22
USG00014394,ACC002229,3651,368,308975,343.0,67.9,2026-04-07
USG00014395,ACC002555,153,12,-1940,1.39,18.9,2026-04-26
USG00014396,ACC002613,2176,179,186070,410.0,76.9,2026-04-10
