activity_id,account_id,page_views,sessions,average_session_time,downloads,webinar_attendance,last_visit
ACT00009531,ACC002251,1527,62,339.2,7,6,2026-05-23
ACT00009532,ACC001311,-680,27,153.1,3,5,2026-07-02
ACT00009533,ACC000617,392,41,78.8,2,2,2026-05-30
ACT00009534,ACC000561,71,27,162.7,0,2,2026-05-31
ACT00009535,ACC000736,107,5,235.9,2,1,2026-06-03
ACT00009536,ACC002152,2926,224,589.0,11,10,2026-06-16
ACT00009537,ACC000232,750,52,194.1,8,0,2026-05-19
ACT00009538,ACC001773,1689,176,550.3,39,7,2026-06-10
ACT00009539,ACC000422,1716,802,447.2,137,32,2026-07-05
ACT00009540,ACC000579,2405,123,334.8,28,4,2026-05-07
ACT00009541,ACC000763,145,27,274.4,5,1,2026-05-24
ACT00009542,ACC000273,46,3,38.8,0,2,2026-06-21
ACT00009543,ACC000571,1400,323,539.8,39,4,2026-06-26
ACT00009544,ACC002276,1832,171,308.2,27,15,2026-05-22
ACT00009545,ACC002202,330,341,610.9,27,14,2026-06-02
ACT00009546,ACC001090,208,59,80.4,10,4,2026-06-19
ACT00009547,ACC000922,2684,297,211.3,21,6,2026-06-01
ACT00009548,ACC000552,1422,65,358.2,37,12,2026-06-13
ACT00009549,ACC002254,2927,811,1393.0,184,74,2026-05-29
ACT00009550,ACC002793,139,75,558.9,1,0,2026-06-10
ACT00009551,ACC002126,327,24,449.2,14,5,2026-05-11
ACT00009552,ACC000553,75,26,128.5,2,2,2026-06-22
ACT00009553,ACC002416,403,56,439.7,4,2,2026-05-24
ACT00009554,ACC000965,174,20,106.3,0,0,2026-06-16
ACT00009555,ACC000826,295,21,305.6,7,3,2026-05-27
ACT00009556,ACC000628,2880,275,742.2,13,4,2026-06-16
ACT00009557,ACC002564,720,237,244.4,13,14,2026-05-26
ACT00009558,ACC002043,86,11,210.5,2,0,2026-05-09
ACT00009559,ACC001872,346,50,494.6,12,1,2026-06-06
ACT00009560,ACC000181,2826,286,566.9,23,9,2026-06-21
ACT00009561,ACC001826,110,1,140.6,4,2,2026-06-22
ACT00009562,ACC000437,598,53,582.1,2,4,2026-06-17
ACT00009563,ACC000118,404,44,314.9,1,2,2026-05-14
ACT00009564,ACC001589,2195,87,890.6,26,5,2026-08-08
ACT00009565,ACC001022,2599,374,153.8,39,15,2026-06-17
ACT00009566,ACC001057,665,220,449.4,30,8,2026-05-29
ACT00009567,ACC001886,684,79,272.7,1,1,2026-12-08
ACT00009568,ACC000545,349,339,267.8,34,15,2026-05-18
ACT00009569,ACC001272,1690,144,801.7,30,5,2026-05-10
ACT00009570,ACC002139,239,50,670.8,38,7,2026-05-11
ACT00009571,ACC000744,1094,157,820.6,16,4,2026-05-27
ACT00009572,ACC001416,18638,781,1719.5,25,64,2026-05-28
ACT00009573,ACC000118,570,38,535.7,14,3,2026-05-28
ACT00009574,ACC000067,185,2,224.3,5,2,2026-06-21
ACT00009575,ACC002985,12445,1213,372.7,104,30,2026-06-03
ACT00009576,ACC001590,418,93,499.7,13,3,2026-06-19
ACT00009577,ACC002720,8149,296,359.2,29,96,2026-05-30
ACT00009578,ACC001623,369,32,396.5,10,4,2026-06-15
ACT00009579,ACC001165,1445,372,445.6,38,4,2026-06-18
ACT00009580,ACC002196,564,39,93.7,15,1,2026-06-05
ACT00009581,ACC001412,154,18,153.2,3,0,2026-07-01
ACT00009582,ACC001328,913,145,671.2,38,12,2026-06-23
ACT00009583,ACC000653,11244,1880,1724.7,114,91,2026-10-11
ACT00009584,ACC002802,797,79,322.9,2,2,2026-05-29
ACT00009585,ACC001938,2104,108,853.5,20,4,2026-07-02
ACT00009586,ACC002797,485,32,446.7,9,3,2026-06-08
ACT00009587,ACC000710,1463,333,532.7,7,12,2026-05-22
ACT00009588,ACC000952,1156,129,342.1,28,14,2026-05-14
ACT00009589,ACC000868,-27,15,185.8,5,0,2026-07-06
ACT00009590,ACC000500,11472,1369,894.4,86,23,2026-06-27
ACT00009591,ACC002766,757,99,411.0,7,3,2026-05-21
ACT00009592,ACC000321,319,386,665.5,33,3,2026-06-11
ACT00009593,ACC002236,17771,1778,1513.1,188,21,2026-06-10
ACT00009594,ACC000378,-90,74,501.1,4,2,2026-06-07
ACT00009595,ACC002001,224,24,143.4,9,5,2026-05-23
ACT00009596,ACC002988,989,251,658.2,24,2,2026-05-12
ACT00009597,ACC002252,1058,226,258.4,18,8,2026-06-17
ACT00009598,ACC001989,362,59,518.8,8,5,2026-05-31
ACT00009599,ACC001479,626,61,177.6,6,3,2026-06-02
ACT00009600,ACC002236,3482,414,1538.0,161,82,2026-07-06
ACT00009601,ACC002925,161,14,218.8,3,0,2026-06-08
ACT00009602,ACC000976,187,15,163.7,2,2,2026-06-22
ACT00009603,ACC000147,529,46,106.9,8,4,2026-05-26
ACT00009604,ACC002600,502,91,103.7,9,5,2026-07-01
ACT00009605,ACC002426,766,30,374.0,13,0,2026-05-22
ACT00009606,ACC001405,14688,683,448.6,155,83,2026-05-14
ACT00009607,ACC000411,152,10,52.3,0,1,2026-07-03
ACT00009608,ACC002053,188,89,459.8,4,2,2026-06-13
ACT00009609,ACC001403,1111,91,307.1,21,2,2026-05-07
ACT00009610,ACC002774,629,72,567.3,15,3,2026-07-04
ACT00009611,ACC000494,-2788,193,604.8,20,13,2026-06-17
ACT00009612,ACC001380,1105,235,227.2,18,2,2026-06-19
ACT00009613,ACC002569,1237,149,899.4,24,13,2026-05-07
ACT00009614,ACC000950,71,9,217.5,0,0,2026-06-21
ACT00009615,ACC000395,351,17,323.5,10,4,2026-05-13
ACT00009616,ACC001852,511,85,470.1,15,1,2026-06-28
ACT00009617,ACC001940,1492,129,292.8,17,10,2026-07-04
ACT00009618,ACC002462,990,127,669.5,27,7,2026-06-26
ACT00009619,ACC001910,1301,678,378.9,86,35,2026-05-18
ACT00009620,ACC001247,97,13,65.1,4,1,2026-06-23
ACT00009621,ACC000272,7154,1910,579.2,40,92,2026-06-01
ACT00009622,ACC000285,1372,384,895.6,18,5,2026-06-15
ACT00009623,ACC001609,-2906,251,217.0,19,15,2026-05-21
ACT00009624,ACC000702,299,43,537.8,3,5,2026-06-06
ACT00009625,ACC002122,363,97,214.5,12,1,2026-06-20
ACT00009626,ACC001446,1804,260,748.1,15,2,2026-05-25
ACT00009627,ACC000846,697,96,464.3,1,2,2026-06-24
ACT00009628,ACC001827,1423,314,320.9,24,6,2026-06-18
ACT00009629,ACC000582,8589,1592,1731.6,188,94,2026-06-30
ACT00009630,ACC000526,1930,203,313.0,40,10,2026-05-23
ACT00009631,ACC002935,2626,311,860.0,17,2,2026-05-16
ACT00009632,ACC000017,1514,363,690.2,11,10,2026-05-21
ACT00009633,ACC001564,117,20,50.5,3,0,2026-06-28
ACT00009634,ACC000692,866,400,783.1,27,3,2026-06-06
ACT00009635,ACC001483,7351,1184,840.3,42,90,2026-06-03
ACT00009636,ACC001878,-387,17,100.0,2,4,2026-06-18
ACT00009637,ACC000692,499,131,290.2,33,13,2026-06-30
ACT00009638,ACC000827,17611,1541,1631.0,190,28,2026-05-13
ACT00009639,ACC001496,2620,271,260.9,26,9,2026-05-21
ACT00009640,ACC001168,441,52,441.7,4,1,2026-05-10
ACT00009641,ACC001452,91,2,240.5,4,2,2026-05-10
ACT00009642,ACC000386,2649,319,706.5,27,4,2026-06-16
ACT00009643,ACC000587,2359,376,680.0,29,6,2026-05-19
ACT00009644,ACC000415,906,218,265.0,8,12,2026-07-22
ACT00009645,ACC002267,1733,79,494.5,23,2,2026-06-20
ACT00009646,ACC002018,141,16,77.2,0,2,2026-07-06
ACT00009647,ACC002759,309,13,113.0,14,3,2026-07-01
ACT00009648,ACC002388,465,12,409.6,14,0,2026-06-19
ACT00009649,ACC002487,12359,1254,925.6,163,26,2026-06-17
ACT00009650,ACC001823,395,32,136.5,3,0,2026-05-08
ACT00009651,ACC000972,781,375,293.2,16,13,2026-05-23
ACT00009652,ACC000925,101,17,114.8,3,2,2026-06-07
ACT00009653,ACC000760,120,79,257.9,3,2,2026-06-28
ACT00009654,ACC000364,135,13,120.8,3,0,2026-06-04
ACT00009655,ACC001147,215,99,289.8,7,5,2026-05-14
ACT00009656,ACC002010,66,8,229.4,4,2,2026-05-20
ACT00009657,ACC001598,525,60,449.1,8,1,2026-06-10
ACT00009658,ACC002314,762,86,346.9,7,5,2026-05-13
ACT00009659,ACC002506,276,75,376.6,10,1,2026-06-27
ACT00009660,ACC001175,1118,212,750.7,6,9,2026-06-12
ACT00009661,ACC001130,562,13,135.4,12,1,2026-06-22
ACT00009662,ACC001531,18174,1799,1363.7,116,67,2026-05-27
ACT00009663,ACC002638,1563,138,411.1,12,13,2026-05-22
ACT00009664,ACC000983,-1848,126,233.3,15,7,2026-05-08
ACT00009665,ACC002249,723,64,459.0,10,2,2026-05-13
ACT00009666,ACC001652,124,25,81.0,2,1,2026-06-13
ACT00009667,ACC001583,477,38,383.9,2,2,2026-05-16
ACT00009668,ACC000087,17024,1508,773.0,120,11,2026-07-05
ACT00009669,ACC001295,1850,171,539.1,13,10,2026-05-16
ACT00009670,ACC001785,-1527,171,802.5,39,10,2026-05-29
ACT00009671,ACC001745,8384,1853,642.6,196,37,2026-06-21
ACT00009672,ACC002728,29,5,102.7,0,2,2026-06-29
ACT00009673,ACC002133,1263,57,320.4,6,11,2026-06-23
ACT00009674,ACC000147,608,26,534.9,12,2,2026-05-14
ACT00009675,ACC002846,705,63,236.4,9,2,2026-06-01
ACT00009676,ACC000584,1363,106,837.9,11,3,2026-05-20
ACT00009677,ACC002232,43,1,221.1,1,0,2026-06-06
ACT00009678,ACC001968,-198,15,188.2,1,1,2026-06-27
ACT00009679,ACC001768,665,23,201.2,8,5,2026-05-25
ACT00009680,ACC001099,85,29,131.2,3,1,2026-06-04
ACT00009681,ACC000564,431,57,184.8,5,2,2026-06-02
ACT00009682,ACC001431,-5858,837,418.2,136,35,2026-06-13
ACT00009683,ACC001369,92,62,347.3,11,3,2026-06-12
ACT00009684,ACC001200,175,30,237.6,1,2,2026-06-14
ACT00009685,ACC002854,955,257,765.8,38,14,2026-06-10
ACT00009686,ACC001189,898,376,869.4,31,2,2026-06-26
ACT00009687,ACC002952,287,83,63.5,9,2,2026-05-18
ACT00009688,ACC000114,371,36,384.0,13,5,2026-06-30
ACT00009689,ACC000130,439,68,108.0,11,5,2026-05-29
ACT00009690,ACC001494,4280,944,618.1,149,75,2026-07-06
ACT00009691,ACC002456,649,85,298.2,2,0,2026-06-02
ACT00009692,ACC001413,17818,1250,850.3,33,26,2026-05-18
ACT00009693,ACC000082,2146,182,847.4,36,12,2026-06-27
ACT00009694,ACC000888,374,162,376.2,20,7,2026-05-15
ACT00009695,ACC001475,1351,225,305.3,22,11,2026-06-24
ACT00009696,ACC002405,115,47,521.7,7,5,2026-06-08
ACT00009697,ACC000232,376,33,268.5,14,4,2026-05-10
ACT00009698,ACC000093,483,43,93.3,3,2,2026-05-08
ACT00009699,ACC000812,729,20,526.5,8,5,2026-06-19
ACT00009700,ACC001078,102,16,229.4,2,2,2026-05-27
ACT00009701,ACC001990,6951,1422,586.1,58,58,2026-05-25
ACT00009702,ACC002757,2730,177,864.9,15,5,2026-06-10
ACT00009703,ACC002987,178,16,55.4,1,1,2026-06-08
ACT00009704,ACC002709,62,18,70.8,2,2,2026-06-19
ACT00009705,ACC001314,14707,1944,1229.0,59,20,2026-05-11
ACT00009706,ACC000277,211,98,107.6,8,0,2026-06-09
ACT00009707,ACC000891,197,58,210.3,14,3,2026-06-22
ACT00009708,ACC000004,101,7,187.5,3,1,2026-07-04
ACT00009709,ACC000336,460,53,115.9,15,2,2026-06-11
ACT00009710,ACC000555,120,72,170.8,12,1,2026-06-02
ACT00009711,ACC002495,312,91,371.3,15,1,2026-05-14
ACT00009712,ACC000475,45,27,134.5,2,2,2026-06-02
ACT00009713,ACC000386,530,340,619.7,21,9,2026-06-20
ACT00009714,ACC001221,1830,323,875.8,38,4,2026-05-10
ACT00009715,ACC000290,-60,29,262.6,5,1,2026-06-07
ACT00009716,ACC002090,481,35,570.7,1,5,2026-06-14
ACT00009717,ACC001501,737,69,301.7,7,3,2026-05-12
ACT00009718,ACC001811,135,18,152.0,5,2,2026-06-30
ACT00009719,ACC002507,107,19,60.7,4,1,2026-05-29
ACT00009720,ACC001762,1770,225,879.2,11,9,2026-05-10
ACT00009721,ACC002115,120,28,295.3,3,2,2026-06-14
ACT00009722,ACC002056,2778,335,880.2,31,15,2026-06-15
ACT00009723,ACC001972,122,42,310.0,12,1,2026-05-11
ACT00009724,ACC002208,2630,304,376.8,12,11,2026-06-19
ACT00009725,ACC001579,11650,429,527.5,134,71,2026-06-22
ACT00009726,ACC000238,667,70,490.7,11,2,2026-05-08
ACT00009727,ACC001650,439,19,258.1,3,4,2026-06-18
ACT00009728,ACC001029,602,34,517.3,2,0,2026-10-29
ACT00009729,ACC001475,1024,211,168.0,8,10,2026-05-14
ACT00009730,ACC000259,1019,552,1247.2,35,86,2026-07-04
ACT00009731,ACC002233,34,7,217.0,1,1,2026-06-14
ACT00009732,ACC000874,1257,400,215.0,28,7,2026-06-13
ACT00009733,ACC001558,645,74,76.3,15,5,2026-06-17
ACT00009734,ACC001632,1366,316,153.1,13,13,2026-07-06
ACT00009735,ACC002382,285,76,459.8,6,5,2026-05-23
ACT00009736,ACC002103,-42,22,264.6,2,2,2026-05-21
ACT00009737,ACC001460,472,35,489.9,14,4,2026-05-22
ACT00009738,ACC002628,728,75,77.8,10,2,2026-05-22
ACT00009739,ACC002854,1147,206,752.5,11,11,2026-06-09
ACT00009740,ACC001035,15778,1637,966.8,127,19,2026-07-01
ACT00009741,ACC000453,85,3,250.8,2,2,2026-05-14
ACT00009742,ACC002767,310,77,230.6,10,1,2026-05-23
ACT00009743,ACC001531,14872,1707,1708.2,21,75,2026-06-12
ACT00009744,ACC000025,1660,166,437.8,17,2,2026-07-04
ACT00009745,ACC001589,1200,323,587.3,28,8,2026-07-01
ACT00009746,ACC000198,100,16,30.6,4,2,2026-05-21
ACT00009747,ACC002477,139,15,114.0,0,1,2026-07-02
ACT00009748,ACC001645,14,14,268.9,5,1,2026-06-17
ACT00009749,ACC001238,2453,246,194.6,37,10,2026-06-01
ACT00009750,ACC000146,463,72,562.7,2,3,2026-05-30
ACT00009751,ACC002063,181,67,194.1,1,2,2026-06-01
ACT00009752,ACC000545,1316,359,120.2,23,9,2026-06-13
ACT00009753,ACC000852,18541,499,1595.9,121,68,2026-06-04
ACT00009754,ACC001800,115,6,112.8,4,2,2026-06-28
ACT00009755,ACC002804,4556,1831,1615.9,199,46,2026-06-29
ACT00009756,ACC002757,1525,243,824.1,24,12,2026-06-03
ACT00009757,ACC002059,2775,346,898.5,35,12,2026-06-09
ACT00009758,ACC000471,198,6,49.6,3,2,2026-05-25
ACT00009759,ACC000403,22,1,124.3,4,0,2026-05-25
ACT00009760,ACC000955,928,159,870.2,22,6,2026-06-27
ACT00009761,ACC002329,16,4,299.7,3,1,2026-06-30
ACT00009762,ACC002405,278,34,107.2,4,5,2026-06-22
ACT00009763,ACC001733,790,92,125.7,12,0,2026-07-05
ACT00009764,ACC000011,101,71,231.8,7,2,2026-05-16
ACT00009765,ACC002692,21,3,229.9,5,0,2026-06-02
ACT00009766,ACC002877,9438,1197,1650.0,101,43,2026-05-10
ACT00009767,ACC001753,2644,179,454.6,22,6,2026-06-04
ACT00009768,ACC002483,1623,213,153.2,13,9,2026-07-02
ACT00009769,ACC002683,5614,692,1444.4,69,67,2026-06-16
ACT00009770,ACC001118,3732,1103,585.1,107,59,2026-06-07
ACT00009771,ACC000842,738,81,252.1,8,2,2026-06-26
ACT00009772,ACC002856,677,222,473.0,11,11,2026-06-11
ACT00009773,ACC001408,622,24,400.2,8,3,2026-06-11
ACT00009774,ACC002337,87,8,251.3,4,2,2026-06-03
ACT00009775,ACC000701,10678,1664,1079.7,154,50,2026-06-26
ACT00009776,ACC002789,19,18,87.4,5,0,2027-01-02
ACT00009777,ACC002297,63,23,48.6,1,1,2026-05-23
ACT00009778,ACC000322,616,22,526.3,6,1,2026-05-14
ACT00009779,ACC001565,42,4,87.2,2,1,2026-06-06
ACT00009780,ACC000814,190,3,281.6,5,2,2026-05-25
ACT00009781,ACC002381,6009,278,1228.8,174,77,2026-05-15
ACT00009782,ACC002633,2818,320,438.3,33,5,2026-05-14
ACT00009783,ACC001110,341,82,489.2,13,3,2026-06-10
ACT00009784,ACC001580,-183,14,407.3,1,0,2026-06-22
ACT00009785,ACC001375,115,25,219.2,2,0,2026-06-10
ACT00009786,ACC002777,2715,70,862.2,36,7,2026-06-08
ACT00009787,ACC000593,1856,262,250.9,31,5,2026-05-31
ACT00009788,ACC002525,794,71,296.8,10,5,2026-07-05
ACT00009789,ACC000243,1809,96,891.4,20,4,2026-05-07
ACT00009790,ACC000359,112,35,475.4,5,0,2026-05-24
ACT00009791,ACC000075,338,22,182.7,6,1,2026-06-11
ACT00009792,ACC002736,958,194,304.3,6,3,2026-05-29
ACT00009793,ACC002729,-546,56,139.2,12,1,2026-05-30
ACT00009794,ACC001573,118,18,152.9,3,0,2026-06-14
ACT00009795,ACC000408,474,391,711.0,23,4,2026-06-09
ACT00009796,ACC000168,122,26,271.2,5,1,2026-06-08
ACT00009797,ACC001965,236,60,440.4,15,0,2026-06-04
ACT00009798,ACC001170,9832,252,757.5,172,66,2026-06-09
ACT00009799,ACC000673,501,10,109.1,9,0,2026-06-13
ACT00009800,ACC001500,7117,1331,1458.1,50,27,2026-06-25
ACT00009801,ACC001881,19595,1720,1606.3,156,54,2026-06-19
ACT00009802,ACC002357,585,70,165.6,12,1,2026-05-30
ACT00009803,ACC001950,710,14,226.2,1,3,2026-06-24
ACT00009804,ACC001487,-1712,173,544.9,15,3,2026-06-28
ACT00009805,ACC000411,20,12,118.1,5,0,2026-06-24
ACT00009806,ACC001592,149,29,96.9,2,2,2026-05-11
ACT00009807,ACC002741,528,330,341.7,33,7,2026-05-24
ACT00009808,ACC002881,-163,13,200.5,1,1,2026-05-25
ACT00009809,ACC000390,627,65,588.2,6,5,2026-05-07
ACT00009810,ACC000238,639,21,595.1,12,0,2026-06-16
ACT00009811,ACC002692,32,4,231.3,5,1,2026-05-25
ACT00009812,ACC000080,1903,299,122.2,27,4,2026-06-23
ACT00009813,ACC002991,544,38,502.1,15,5,2026-05-27
ACT00009814,ACC000388,1249,235,639.6,32,13,2026-12-31
ACT00009815,ACC000068,84,80,430.3,1,1,2026-05-13
ACT00009816,ACC002652,12022,915,1503.0,37,33,2026-05-19
ACT00009817,ACC000161,246,53,286.7,15,4,2026-05-20
ACT00009818,ACC002967,4984,695,623.2,196,96,2026-06-11
ACT00009819,ACC001808,362,92,391.6,14,0,2026-06-26
ACT00009820,ACC001760,18893,1631,646.4,39,99,2026-05-13
ACT00009821,ACC002635,484,42,217.4,14,5,2026-05-15
ACT00009822,ACC002997,172,39,344.6,2,3,2026-06-04
ACT00009823,ACC001456,121,16,196.2,1,2,2026-05-19
ACT00009824,ACC002649,1581,284,681.8,24,11,2026-05-08
ACT00009825,ACC000371,791,15,204.8,1,0,2026-05-27
ACT00009826,ACC000417,202,73,82.6,2,4,2026-05-17
ACT00009827,ACC002821,641,78,418.4,14,0,2026-05-10
ACT00009828,ACC000025,894,75,482.3,40,2,2026-05-26
ACT00009829,ACC000916,7224,1389,680.8,147,70,2026-05-24
ACT00009830,ACC000065,19465,1927,934.3,51,78,2026-05-18
ACT00009831,ACC000661,1019,258,577.6,27,13,2026-05-12
ACT00009832,ACC001328,2916,170,377.8,25,4,2026-06-12
ACT00009833,ACC001218,142,18,231.3,0,2,2026-05-19
ACT00009834,ACC000800,124,2,202.7,3,0,2026-06-28
ACT00009835,ACC002465,8470,570,651.7,31,53,2026-06-14
ACT00009836,ACC001054,416,66,307.5,4,0,2026-05-25
ACT00009837,ACC000794,1811,131,283.7,39,7,2026-05-21
ACT00009838,ACC000746,40,19,243.9,1,1,2026-06-13
ACT00009839,ACC001338,567,46,125.0,14,0,2026-05-27
ACT00009840,ACC002192,4164,1400,367.1,21,23,2026-05-18
ACT00009841,ACC002882,-105,6,56.9,1,0,2026-06-11
ACT00009842,ACC000123,564,46,69.3,10,0,2026-07-06
ACT00009843,ACC000638,617,58,529.5,6,4,2026-06-03
ACT00009844,ACC002114,402,59,545.4,7,1,2026-05-09
ACT00009845,ACC002251,1944,397,290.9,11,10,2026-06-18
ACT00009846,ACC002208,1285,100,398.3,40,5,2026-05-14
ACT00009847,ACC001137,266,73,391.1,8,15,2026-05-19
ACT00009848,ACC000403,156,16,145.4,1,1,2026-06-23
ACT00009849,ACC000479,626,72,135.5,5,2,2026-05-22
ACT00009850,ACC000672,109,22,263.5,1,0,2026-06-06
ACT00009851,ACC002997,360,45,467.7,8,3,2026-05-21
ACT00009852,ACC000379,437,399,703.5,16,11,2026-05-14
ACT00009853,ACC002678,1446,376,536.9,18,14,2026-06-27
ACT00009854,ACC000725,17621,776,639.3,83,12,2026-06-16
ACT00009855,ACC002860,1224,253,775.5,38,10,2026-07-02
ACT00009856,ACC001990,13139,1409,1262.9,99,91,2026-06-25
ACT00009857,ACC002004,10683,1240,410.7,73,93,2026-05-28
ACT00009858,ACC002160,2751,91,762.3,29,15,2026-06-05
ACT00009859,ACC000617,800,20,344.1,14,4,2026-06-09
ACT00009860,ACC002352,2849,175,360.0,19,15,2026-06-24
ACT00009861,ACC002062,796,20,266.1,7,3,2026-05-07
ACT00009862,ACC000280,7084,1946,865.0,36,99,2026-06-02
ACT00009863,ACC002652,14791,874,947.4,112,44,2026-06-15
ACT00009864,ACC002726,1265,222,337.2,22,15,2026-06-03
ACT00009865,ACC001559,2071,176,647.2,22,10,2026-05-16
ACT00009866,ACC001946,604,80,526.5,12,0,2026-07-11
ACT00009867,ACC001835,192,85,585.6,4,0,2026-07-04
ACT00009868,ACC001004,2490,82,721.4,38,13,2026-06-30
ACT00009869,ACC001644,746,80,68.3,8,3,2026-06-13
ACT00009870,ACC001758,115,26,54.2,2,2,2026-05-21
ACT00009871,ACC000513,1549,367,550.4,19,4,2026-06-19
ACT00009872,ACC000482,2936,57,230.3,12,5,2026-06-13
ACT00009873,ACC000122,23,4,180.0,2,2,2026-06-09
ACT00009874,ACC001898,604,84,222.2,2,0,2026-05-15
ACT00009875,ACC001126,2462,267,750.2,31,8,2026-06-08
ACT00009876,ACC000935,4443,1513,1422.4,194,22,2026-05-10
ACT00009877,ACC000469,481,38,72.4,1,5,2026-06-06
ACT00009878,ACC001731,1947,388,594.6,19,7,2026-06-30
ACT00009879,ACC000902,102,2,97.9,2,0,2026-05-30
ACT00009880,ACC000957,1917,289,877.0,37,14,2026-05-17
ACT00009881,ACC000091,558,80,240.6,14,3,2026-05-31
ACT00009882,ACC000467,131,15,280.7,5,0,2026-05-27
ACT00009883,ACC000689,88,9,231.2,4,2,2026-06-18
ACT00009884,ACC002538,16275,254,428.5,142,61,2026-05-22
ACT00009885,ACC002300,1520,329,540.3,7,3,2026-05-09
ACT00009886,ACC001281,16831,1463,1334.9,170,12,2026-07-03
ACT00009887,ACC000998,1071,1436,805.4,114,24,2026-06-13
ACT00009888,ACC002700,855,376,744.9,9,15,2026-05-12
ACT00009889,ACC001423,2428,116,657.9,34,10,2026-06-15
ACT00009890,ACC000347,72,53,278.2,2,4,2026-05-31
ACT00009891,ACC000787,189,51,338.2,14,0,2026-06-05
ACT00009892,ACC002914,653,50,469.3,2,1,2026-05-07
ACT00009893,ACC001368,1122,263,164.5,33,13,2026-06-14
ACT00009894,ACC002786,58,4,39.9,5,1,2026-05-26
ACT00009895,ACC002989,-6768,597,1161.3,81,89,2026-06-13
ACT00009896,ACC000691,396,360,560.0,23,4,2026-05-13
ACT00009897,ACC001961,129,11,78.8,1,1,2026-06-17
ACT00009898,ACC000476,19480,1185,1563.4,37,29,2026-05-19
ACT00009899,ACC000366,25,11,216.4,4,0,2026-06-07
ACT00009900,ACC001072,121,13,171.0,4,1,2026-06-17
ACT00009901,ACC001919,739,86,566.5,2,3,2026-05-16
ACT00009902,ACC001752,63,54,66.1,13,0,2026-05-22
ACT00009903,ACC000861,392,27,364.0,11,2,2026-06-22
ACT00009904,ACC002823,145,8,56.3,0,2,2026-06-23
ACT00009905,ACC001380,1088,296,652.0,32,7,2026-06-22
ACT00009906,ACC002596,808,356,457.8,35,14,2026-06-15
ACT00009907,ACC002009,62,4,248.2,3,1,2026-06-16
ACT00009908,ACC000505,1139,90,300.1,35,2,2026-06-01
ACT00009909,ACC001799,681,62,536.2,6,4,2026-06-25
ACT00009910,ACC001020,542,37,234.4,12,2,2026-05-24
ACT00009911,ACC001341,2783,164,400.8,12,8,2026-05-07
ACT00009912,ACC002338,146,23,236.2,5,1,2026-05-23
ACT00009913,ACC000095,198,87,340.6,5,2,2026-06-03
ACT00009914,ACC001028,74,96,210.8,7,0,2026-05-07
ACT00009915,ACC001130,97,59,552.2,11,1,2026-05-11
ACT00009916,ACC000225,267,67,493.8,8,2,2026-06-24
ACT00009917,ACC000150,178,14,165.0,0,2,2026-06-09
ACT00009918,ACC001227,644,39,301.9,9,3,2026-05-16
ACT00009919,ACC001213,447,15,580.9,15,0,2026-05-08
ACT00009920,ACC000580,82,29,290.0,5,0,2026-05-25
ACT00009921,ACC002197,404,52,510.1,4,3,2026-06-19
ACT00009922,ACC002824,359,50,203.6,3,4,2026-05-16
ACT00009923,ACC001921,1878,115,827.3,25,3,2026-05-31
ACT00009924,ACC001051,424,329,259.1,18,7,2026-05-27
ACT00009925,ACC002765,2046,87,563.2,34,7,2026-05-17
ACT00009926,ACC000733,2885,373,276.8,16,3,2026-06-16
ACT00009927,ACC000375,-433,78,142.5,2,2,2026-05-16
ACT00009928,ACC000776,842,308,642.6,17,3,2026-07-01
ACT00009929,ACC000471,134,8,224.9,5,2,2026-06-18
ACT00009930,ACC002209,636,17,577.1,12,5,2026-06-08
ACT00009931,ACC001967,2814,261,466.9,38,7,2026-06-16
ACT00009932,ACC001709,9,2,292.2,0,1,2026-06-07
ACT00009933,ACC001869,454,214,612.5,7,12,2026-06-07
ACT00009934,ACC001292,2187,382,557.2,31,9,2026-07-02
ACT00009935,ACC002455,11870,588,1554.4,195,73,2026-07-05
ACT00009936,ACC002606,10892,1504,834.0,79,84,2026-05-11
ACT00009937,ACC001380,2957,157,317.9,13,5,2026-05-20
ACT00009938,ACC002006,1308,399,303.3,24,12,2026-06-26
ACT00009939,ACC000006,-29,24,262.3,4,2,2026-07-03
ACT00009940,ACC001776,780,53,209.5,13,5,2026-06-08
ACT00009941,ACC002816,325,27,113.6,10,4,2026-05-27
ACT00009942,ACC000058,118,23,126.8,6,1,2026-06-22
ACT00009943,ACC002329,154,17,95.5,3,0,2026-05-18
ACT00009944,ACC000369,2683,149,853.2,16,7,2026-07-03
ACT00009945,ACC002482,192,47,497.6,7,5,2026-06-24
ACT00009946,ACC002167,701,93,865.7,35,9,2026-06-03
ACT00009947,ACC002028,266,288,850.3,13,13,2026-05-30
ACT00009948,ACC002931,4638,371,1321.1,149,17,2026-05-25
ACT00009949,ACC000370,1278,82,301.3,39,3,2026-05-21
ACT00009950,ACC002306,443,54,156.9,8,1,2026-05-30
ACT00009951,ACC000522,51,13,49.7,4,2,2026-06-24
ACT00009952,ACC002707,288,75,299.5,6,4,2026-05-29
ACT00009953,ACC002251,263,69,596.0,23,14,2026-06-24
ACT00009954,ACC001179,126,30,117.1,2,0,2026-05-09
ACT00009955,ACC002394,384,36,428.9,10,4,2026-06-09
ACT00009956,ACC002607,412,67,531.1,1,1,2026-06-26
ACT00009957,ACC001254,7721,1517,801.8,183,40,2026-05-27
ACT00009958,ACC001977,125,63,379.0,9,5,2026-05-19
